,predict,actual
0,0,0
1,0,0
2,23,27
3,73,81
4,34,37
5,5,6
6,48,52
7,49,49
8,0,0
9,1,0
10,47,54
11,6,7
12,0,3
13,19,20
14,37,38
15,35,37
16,0,0
17,49,55
18,21,26
19,67,71
20,0,1
21,1,0
22,21,24
23,6,10
24,45,35
25,21,24
26,71,80
27,59,65
28,55,67
29,38,49
30,20,24
31,0,1
32,13,8
33,17,20
34,9,12
35,83,92
36,53,62
37,38,43
38,11,13
39,34,37
40,4,6
41,15,17
42,27,31
43,36,38
44,12,7
45,0,0
46,0,0
47,15,14
48,39,40
49,6,3
50,13,14
51,64,71
52,37,38
53,30,32
54,47,52
55,16,17
56,46,45
57,56,62
58,0,1
59,6,3
60,50,52
61,45,51
62,13,17
63,59,64
64,54,59
65,8,5
66,8,7
67,14,14
68,0,0
69,23,23
70,17,24
71,16,18
72,19,26
73,0,0
74,43,45
75,0,1
76,23,29
77,14,15
78,12,14
79,59,68
80,30,35
81,31,37
82,16,18
83,0,0
84,2,1
85,0,1
86,21,24
87,0,0
88,9,8
89,46,54
90,15,14
91,33,38
92,3,5
93,1,6
94,37,38
95,69,75
96,0,3
97,0,3
98,3,3
99,0,3
100,0,3
101,33,34
102,33,37
103,15,15
104,56,59
105,77,85
106,0,3
107,15,15
108,17,20
109,14,17
110,8,7
111,29,29
112,24,24
113,9,10
114,4,3
115,22,26
116,64,75
117,49,58
118,4,5
119,5,6
120,11,8
121,24,29
122,0,0
123,0,0
124,54,59
125,17,18
126,24,27
127,21,24
128,17,18
129,64,65
130,24,27
131,60,63
132,25,29
133,72,82
134,9,10
135,10,13
136,70,85
137,47,52
138,19,26
139,4,3
140,9,10
141,15,21
142,2,1
143,3,1
144,63,67
145,0,0
146,34,37
147,15,17
148,8,6
149,50,52
150,23,24
151,45,49
152,10,8
153,5,10
154,13,15
155,0,0
156,13,14
157,0,0
158,6,6
159,32,31
160,1,1
161,25,31
162,2,3
163,50,54
164,52,58
165,0,0
166,60,58
167,55,52
168,9,10
169,25,27
170,0,0
171,22,24
172,12,13
173,41,45
174,5,3
175,0,1
176,50,51
177,78,88
178,7,6
179,21,21
180,23,27
181,3,3
182,56,64
183,9,7
184,12,15
185,38,37
186,0,1
187,12,13
188,28,31
189,55,55
190,48,49
191,45,52
192,4,6
193,42,51
194,39,37
195,0,0
196,43,43
197,22,21
198,22,26
199,14,14
200,57,59
201,8,8
202,13,8
203,19,20
204,8,7
205,49,57
206,6,6
207,18,21
208,53,58
209,7,5
210,50,55
211,42,45
212,45,52
213,43,51
214,44,45
215,69,80
216,57,62
217,25,27
218,2,0
219,23,27
220,56,55
221,13,14
222,5,6
223,3,6
224,53,55
225,27,27
226,7,7
227,14,12
228,1,3
229,16,17
230,16,15
231,0,1
232,28,27
233,50,52
234,1,3
235,18,20
236,60,69
237,2,3
238,20,23
239,8,7
240,0,1
241,0,0
242,53,58
243,6,7
244,48,52
245,6,8
246,34,38
247,29,35
248,0,0
249,53,55
250,22,23
251,10,10
252,1,0
253,9,12
254,0,0
255,67,69
256,68,71
257,2,3
258,37,69
259,0,0
260,15,20
261,63,71
262,0,1
263,25,29
264,22,24
265,22,27
266,73,80
267,52,59
268,1,0
269,85,85
270,25,27
271,20,20
272,13,14
273,29,32
274,67,75
275,68,85
276,8,6
277,0,1
278,45,52
279,25,29
280,35,37
281,5,5
282,3,6
283,53,63
284,21,20
285,7,6
286,54,59
287,11,14
288,8,7
289,15,14
290,34,34
291,1,1
292,35,35
293,0,0
294,54,59
295,11,13
296,0,3
297,39,41
298,0,1
299,15,17
300,38,49
301,53,69
302,27,27
303,78,85
304,7,10
305,23,21
306,43,52
307,43,46
308,28,29
309,15,20
310,24,24
311,27,27
312,59,75
313,23,24
314,6,6
315,54,55
316,0,0
317,25,26
318,5,6
319,9,6
320,10,8
321,26,31
322,54,55
323,21,24
324,24,24
325,45,51
326,27,27
327,0,1
328,66,69
329,18,17
330,58,62
331,27,29
332,0,1
333,50,45
334,24,24
335,50,55
336,14,13
337,52,57
338,51,59
339,42,38
340,1,1
341,65,71
342,49,59
343,35,37
344,21,20
345,9,8
346,14,14
347,58,62
348,51,55
349,6,7
350,62,75
351,32,34
352,39,41
353,0,0
354,19,21
355,43,45
356,48,49
357,4,3
358,0,0
359,21,24
360,78,85
361,38,45
362,48,52
363,10,7
364,14,17
365,16,20
366,29,34
367,75,90
368,30,34
369,0,0
370,12,14
371,1,0
372,44,43
373,14,20
374,63,64
375,23,24
376,64,67
377,1,0
378,5,5
379,5,6
380,0,1
381,72,76
382,3,3
383,2,1
384,31,35
385,0,0
386,44,49
387,0,0
388,23,26
389,3,0
390,44,46
391,42,49
392,1,0
393,29,29
394,52,55
395,39,43
396,76,85
397,17,26
398,13,15
399,3,5
400,15,14
401,6,3
402,0,0
403,0,0
404,20,26
405,36,40
406,15,15
407,6,8
408,0,0
409,30,26
410,2,3
411,54,52
412,22,24
413,13,12
414,20,26
415,2,1
416,13,18
417,36,41
418,32,34
419,48,51
420,51,61
421,1,5
422,72,77
423,44,49
424,59,69
425,1,1
426,29,34
427,19,21
428,10,10
429,24,27
430,1,0
431,14,15
432,65,75
433,40,55
434,6,5
435,34,35
436,1,0
437,1,5
438,1,5
439,0,0
440,93,96
441,0,3
442,14,10
443,39,41
444,0,0
445,35,37
446,31,31
447,6,6
448,41,27
449,35,0
450,38,34
451,7,3
452,25,26
453,69,73
454,37,37
455,43,40
456,47,51
457,3,3
458,11,14
459,5,1
460,19,24
461,58,64
462,56,68
463,21,24
464,15,20
465,32,31
466,11,10
467,2,0
468,41,43
469,43,46
470,28,31
471,17,15
472,0,0
473,54,52
474,55,59
475,5,5
476,55,59
477,0,0
478,13,17
479,4,5
480,11,15
481,32,34
482,3,1
483,0,0
484,5,5
485,0,0
486,43,49
487,35,37
488,37,38
489,0,0
490,25,31
491,14,13
492,49,55
493,0,0
494,72,90
495,21,23
496,19,24
497,44,40
498,24,24
499,60,65
500,11,7
501,58,58
502,38,41
503,3,3
504,8,5
505,29,29
506,0,0
507,0,0
508,13,8
509,20,18
510,45,46
511,3,6
512,0,0
513,2,3
514,47,49
515,52,58
516,51,59
517,30,35
518,0,0
519,14,15
520,67,80
521,7,8
522,2,3
523,3,0
524,0,0
525,16,15
526,57,69
527,0,1
528,0,0
529,19,21
530,10,12
531,30,34
532,1,0
533,47,49
534,41,46
535,41,38
536,24,26
537,36,40
538,3,1
539,6,6
540,4,5
541,0,0
542,26,31
543,24,27
544,40,48
545,84,86
546,35,34
547,11,13
548,0,0
549,21,21
550,4,3
551,2,3
552,30,34
553,26,29
554,0,1
555,76,75
556,43,48
557,0,1
558,9,8
559,4,6
560,0,0
561,35,38
562,2,3
563,49,55
564,26,27
565,33,35
566,16,17
567,47,46
568,34,40
569,73,86
570,58,62
571,2,0
