,predict,actual
0,8,10
1,54,52
2,4,6
3,2,3
4,29,29
5,0,0
6,5,5
7,0,1
8,14,13
9,72,85
10,0,1
11,54,64
12,51,51
13,0,3
14,49,55
15,60,63
16,84,90
17,7,6
18,19,26
19,0,1
20,14,13
21,25,26
22,20,20
23,17,15
24,66,69
25,8,7
26,28,26
27,60,61
28,77,85
29,66,75
30,16,14
31,6,6
32,56,59
33,20,1
34,32,32
35,57,55
36,44,48
37,41,40
38,19,20
39,60,61
40,9,7
41,23,24
42,55,52
43,2,3
44,84,90
45,80,92
46,7,7
47,50,52
48,73,87
49,45,46
50,0,0
51,7,8
52,12,10
53,26,27
54,0,0
55,54,52
56,50,52
57,0,0
58,26,27
59,33,34
60,41,38
61,17,20
62,32,31
63,6,7
64,61,59
65,0,0
66,14,15
67,62,67
68,52,52
69,77,85
70,70,71
71,14,15
72,1,8
73,40,41
74,64,62
75,26,26
76,39,37
77,4,3
78,56,58
79,7,6
80,33,35
81,50,45
82,9,7
83,0,0
84,0,0
85,3,1
86,0,0
87,45,43
88,35,34
89,4,3
90,55,55
91,0,0
92,13,13
93,6,6
94,57,68
95,26,26
96,41,38
97,0,0
98,15,15
99,65,69
100,0,0
101,29,31
102,63,63
103,10,10
104,70,75
105,22,24
106,1,0
107,53,55
108,5,6
109,7,8
110,24,24
111,48,49
112,19,24
113,77,85
114,21,21
115,11,13
116,0,0
117,27,27
118,34,34
119,9,7
120,62,67
121,7,5
122,0,1
123,45,48
124,31,31
125,58,59
126,22,21
127,5,1
128,15,13
129,0,1
130,47,52
131,0,0
132,68,73
133,3,3
134,49,46
135,0,0
136,0,0
137,12,13
138,50,49
139,66,69
140,13,13
141,0,0
142,76,85
143,28,26
144,22,24
145,62,64
146,37,38
147,67,69
148,32,31
149,36,37
150,34,34
151,24,24
152,64,64
153,0,1
154,0,0
155,57,57
156,64,63
157,66,62
158,0,0
159,0,0
160,6,7
161,17,20
162,18,17
163,0,0
164,31,31
165,45,38
166,74,80
167,59,64
168,16,14
169,0,0
170,42,45
171,0,0
172,1,3
173,42,38
174,3,3
175,6,7
176,61,69
177,2,3
178,0,0
179,22,24
180,23,24
181,36,34
182,0,0
183,11,0
184,0,0
185,9,3
186,30,26
187,40,41
188,0,0
189,61,65
190,14,12
191,16,15
192,80,91
193,48,49
194,15,17
195,26,27
196,42,46
197,17,17
198,49,52
199,13,12
200,0,3
201,0,1
202,27,29
203,12,8
204,23,24
205,22,24
206,0,0
207,1,3
208,8,8
209,1,0
210,39,37
211,61,67
212,22,23
213,0,0
214,45,49
215,27,27
216,56,62
217,33,31
218,23,24
219,0,0
220,41,41
221,37,35
222,48,49
223,0,1
224,0,0
225,58,63
226,21,20
227,25,23
228,1,1
229,0,0
230,34,37
231,0,0
232,47,49
233,39,40
234,0,0
235,0,0
236,54,55
237,0,0
238,55,52
239,12,13
240,19,17
241,9,7
242,32,31
243,57,55
244,4,3
245,51,54
246,43,46
247,0,0
248,75,90
249,12,13
250,0,3
251,64,64
252,52,55
253,0,1
254,0,1
255,7,7
256,61,68
257,20,20
258,51,48
259,15,17
260,55,46
261,64,65
262,27,27
263,15,17
264,0,1
265,38,37
266,5,5
267,3,1
268,37,34
269,32,34
270,2,0
271,0,1
272,9,6
273,6,7
274,13,13
275,1,3
276,2,0
277,21,21
278,66,68
279,56,58
280,6,6
281,52,48
282,2,6
283,1,3
284,0,1
285,0,1
286,60,68
287,39,43
288,56,57
289,22,26
290,47,49
291,97,90
292,21,23
293,20,17
294,70,77
295,49,52
296,86,86
297,4,1
298,67,75
299,8,6
300,31,31
301,48,52
302,67,75
303,17,15
304,75,80
305,18,17
306,26,27
307,23,24
308,1,0
309,77,75
310,77,85
311,52,58
