,predict,actual
0,7,5
1,38,34
2,0,0
3,44,38
4,15,15
5,28,29
6,49,49
7,50,46
8,0,0
9,69,67
10,33,29
11,36,31
12,0,1
13,40,37
14,11,1
15,3,3
16,14,13
17,71,79
18,0,0
19,26,27
20,87,85
21,16,15
22,53,58
23,0,0
24,0,0
25,18,17
26,23,24
27,15,13
28,0,1
29,77,74
30,34,35
31,17,15
32,0,0
33,49,55
34,0,0
35,46,48
36,0,1
37,4,10
38,16,17
39,70,64
40,0,0
41,76,75
42,24,24
43,0,3
44,5,3
45,17,15
46,35,34
47,17,17
48,10,7
49,0,0
50,0,1
51,20,21
52,28,27
53,63,63
54,19,18
55,29,20
56,20,20
57,26,26
58,0,3
59,83,83
60,9,7
61,12,6
62,29,27
63,72,75
64,48,46
65,12,12
66,13,13
67,25,20
68,67,61
69,20,17
70,81,85
71,0,0
72,0,0
73,0,1
74,32,29
75,56,52
76,22,20
77,29,29
78,85,100
79,17,24
80,3,3
81,0,1
82,41,40
83,0,0
84,0,1
85,0,0
86,63,68
87,34,29
88,56,52
89,19,17
90,22,27
91,36,37
92,4,6
93,22,24
94,3,3
95,77,69
96,23,24
97,0,3
98,17,17
99,51,49
100,26,20
101,17,15
102,3,0
103,16,14
104,34,29
105,34,35
106,42,45
107,7,7
108,57,52
109,4,3
110,8,10
111,86,85
112,53,58
113,82,81
114,22,26
115,30,31
116,31,31
117,23,24
118,57,55
119,63,58
120,0,0
121,14,17
122,19,17
123,27,26
124,46,45
125,18,20
126,0,0
127,54,74
128,0,0
129,81,80
130,24,26
131,2,3
132,14,13
133,9,8
134,38,37
135,92,92
136,0,0
137,26,26
138,3,5
139,0,1
140,26,27
141,32,31
142,28,29
143,84,86
144,0,0
145,18,20
146,39,37
147,0,0
148,21,21
149,50,48
150,27,24
151,29,24
152,12,10
153,25,24
154,58,59
155,50,49
156,42,38
157,84,80
158,9,6
159,3,8
160,74,86
161,65,64
162,55,74
163,43,52
164,0,0
165,0,0
166,13,14
167,50,55
168,11,10
169,7,12
170,62,52
171,6,6
172,1,1
173,18,20
174,61,57
175,1,3
176,0,1
177,32,29
178,80,75
179,0,3
180,58,62
181,54,59
182,51,76
183,9,8
184,51,52
185,16,15
186,6,10
187,1,3
188,36,31
189,54,49
190,56,54
191,38,37
192,0,3
193,90,90
194,15,10
195,79,75
196,26,29
197,40,31
198,65,64
199,38,35
200,59,62
201,0,1
202,6,6
203,3,3
204,27,26
205,59,55
206,0,0
207,50,48
208,6,6
209,18,18
210,51,52
211,13,13
212,19,20
213,64,59
214,15,15
215,40,43
216,56,57
217,30,29
218,1,1
219,6,6
220,6,10
221,42,40
222,24,27
223,32,27
224,56,64
225,25,24
226,1,0
227,0,0
228,9,7
229,27,26
230,42,38
231,53,59
232,8,5
233,0,0
234,0,3
235,7,3
236,3,5
237,84,85
238,22,24
239,33,34
240,1,0
241,66,80
242,34,34
243,22,20
244,0,0
245,18,17
246,78,69
247,50,49
248,37,34
249,18,17
250,31,27
251,0,1
252,21,20
253,2,0
254,11,7
255,2,6
256,7,10
257,24,27
258,13,17
259,80,73
260,88,80
261,57,55
262,25,26
263,14,13
264,43,40
265,54,55
266,29,24
267,24,26
268,61,58
269,3,5
270,5,0
271,76,75
272,52,54
273,0,0
274,18,20
275,27,27
276,21,20
277,42,43
278,52,58
279,48,46
280,56,58
281,57,57
282,2,3
283,0,0
284,30,29
285,29,29
286,65,68
287,24,24
288,10,10
289,33,27
290,8,6
291,44,38
292,6,6
293,73,67
294,0,0
295,22,17
296,57,61
297,61,64
298,25,26
299,2,3
300,78,79
301,8,7
302,11,7
303,0,0
304,72,67
305,70,69
306,14,12
307,27,27
308,21,26
309,13,13
310,42,37
311,52,48
312,19,17
313,6,5
314,19,17
315,12,7
316,53,61
317,60,58
318,0,1
319,2,1
320,6,7
321,9,7
322,69,75
323,0,1
324,0,0
325,36,34
326,61,59
327,28,29
328,2,3
329,0,0
330,13,23
331,83,81
332,58,63
333,39,35
334,0,5
335,35,31
336,26,26
337,11,10
338,0,0
339,15,14
340,38,49
341,6,3
342,45,34
343,25,24
344,7,5
345,30,27
346,34,29
347,15,13
348,16,17
349,25,24
350,50,49
351,38,35
352,62,62
353,0,0
354,21,21
355,0,0
356,18,20
357,42,35
358,5,3
359,0,0
360,0,0
361,29,27
362,41,37
363,18,17
364,15,15
365,36,35
366,27,31
367,19,17
368,53,57
369,82,85
370,0,3
371,36,34
372,0,0
373,0,0
374,51,48
375,23,23
376,48,46
377,1,0
378,70,64
379,84,90
380,8,7
381,0,0
382,37,32
383,2,1
384,16,15
385,30,31
386,8,6
387,91,90
388,10,7
389,0,0
390,27,24
391,65,61
392,54,49
393,6,6
394,2,0
395,18,17
396,53,55
397,2,3
398,53,48
399,1,3
400,42,38
401,1,3
402,3,1
403,25,23
404,0,0
405,1,0
406,7,6
407,21,24
408,57,54
409,87,88
410,19,23
411,2,0
412,23,24
413,21,21
414,35,29
415,33,34
416,0,0
417,33,23
418,10,10
419,55,54
420,10,10
421,10,7
422,1,1
423,92,90
424,68,75
425,47,46
426,24,21
427,74,76
428,16,18
429,60,62
430,0,0
431,73,71
432,31,29
433,30,27
434,77,80
435,46,43
436,33,31
437,32,29
438,85,85
439,19,20
440,35,34
441,3,0
442,10,7
443,3,3
444,3,1
445,41,37
446,22,26
447,14,14
448,58,55
449,0,7
450,30,31
451,3,3
452,18,13
453,52,52
454,70,58
455,54,54
456,51,65
457,9,5
458,5,7
459,47,46
460,67,73
461,39,37
462,40,37
463,22,23
464,17,15
465,0,1
466,74,69
467,14,7
468,0,3
469,54,55
470,10,13
471,38,37
472,37,40
473,0,0
474,37,37
475,80,73
476,53,62
477,33,29
478,24,24
479,12,12
480,33,34
481,38,35
482,40,40
483,21,17
484,20,24
485,45,45
486,26,24
487,75,80
488,4,6
489,17,17
490,64,62
491,0,0
492,76,75
493,51,51
494,12,12
495,37,37
496,2,1
497,22,21
498,24,21
499,68,69
500,0,0
501,59,59
502,57,49
503,58,57
504,0,1
505,33,31
506,17,17
507,69,69
508,12,12
509,35,31
510,29,27
511,22,23
512,24,26
513,54,52
514,0,3
515,0,1
516,6,6
517,55,54
518,2,1
519,13,10
520,30,31
521,10,8
522,9,10
523,15,15
524,17,17
525,63,61
526,65,61
527,19,17
528,28,26
529,21,20
530,6,7
531,40,41
532,33,29
533,61,69
534,0,0
535,32,32
536,22,20
537,51,51
538,0,0
539,89,96
540,65,67
541,82,81
542,18,17
543,54,54
544,3,3
545,0,0
546,0,0
547,2,1
548,32,29
549,3,3
550,81,76
551,5,5
552,6,8
553,22,24
554,0,0
555,58,63
556,84,87
557,50,52
558,18,17
559,15,14
560,4,3
561,35,31
562,61,67
563,12,12
564,35,31
565,47,49
566,27,26
567,4,3
568,60,65
569,14,14
570,60,61
571,0,1
572,0,3
573,50,52
574,43,37
575,9,8
576,48,49
577,34,37
578,27,24
579,0,1
580,54,52
581,42,38
582,26,26
583,22,21
584,8,7
585,0,3
586,22,20
587,93,96
588,32,31
589,12,12
590,41,32
591,41,41
592,0,0
593,35,35
594,84,80
595,22,23
596,41,38
597,1,0
598,1,6
599,6,3
600,57,59
601,29,27
602,4,3
603,4,3
604,27,29
605,66,64
606,0,3
607,5,0
608,11,10
609,4,3
610,19,20
611,8,8
612,45,41
613,27,26
614,49,45
615,83,85
616,0,0
617,19,20
618,41,40
619,2,5
620,11,12
621,0,0
622,89,85
623,1,3
624,18,14
625,30,27
626,55,52
627,14,13
628,3,3
629,12,14
630,15,14
631,40,37
632,43,45
633,10,7
634,39,38
635,34,29
636,56,58
637,55,52
638,1,3
639,11,14
640,32,31
641,0,0
642,13,15
643,5,7
644,14,14
645,89,88
646,30,29
647,48,46
648,25,26
649,0,0
650,6,7
651,0,1
652,29,24
653,20,21
654,64,62
655,10,10
656,26,26
657,23,24
658,29,29
659,72,71
660,0,0
661,4,3
662,25,24
663,30,26
664,6,3
665,42,52
666,54,52
667,24,24
668,70,75
669,8,5
670,46,38
671,44,46
672,73,90
673,56,54
