,predict,actual
0,73,75
1,11,13
2,64,65
3,34,34
4,29,31
5,19,17
6,20,20
7,2,0
8,32,31
9,8,7
10,32,29
11,65,64
12,18,20
13,28,29
14,39,38
15,33,29
16,0,0
17,19,21
18,0,0
19,77,85
20,13,13
21,4,5
22,48,62
23,35,34
24,4,3
25,43,46
26,79,81
27,10,10
28,37,31
29,50,49
30,24,27
31,45,49
32,8,3
33,0,0
34,40,43
35,0,3
36,26,27
37,27,27
38,39,37
39,57,58
40,76,75
41,53,52
42,29,29
43,4,1
44,20,17
45,65,71
46,0,0
47,11,5
48,64,64
49,87,85
50,29,29
51,50,49
52,23,27
53,15,18
54,28,26
55,51,55
56,24,24
57,28,27
58,46,45
59,54,54
60,4,3
61,0,1
62,9,5
63,44,43
64,35,34
65,50,58
66,0,0
67,24,21
68,20,17
69,47,46
70,17,17
71,4,6
72,18,15
73,5,3
74,40,38
75,4,3
76,27,27
77,10,7
78,0,3
79,1,1
80,2,1
81,0,0
82,0,0
83,41,41
84,64,64
85,42,43
86,25,27
87,0,0
88,26,27
89,47,51
90,27,27
91,1,1
92,76,75
93,62,65
94,0,0
95,9,6
96,20,17
97,47,54
98,20,20
99,27,26
100,44,40
101,9,7
102,2,0
103,15,17
104,60,59
105,11,13
106,21,20
107,8,15
108,4,3
109,62,61
110,29,31
111,61,59
112,1,0
113,0,0
114,10,10
115,3,1
116,0,0
117,42,45
118,3,0
119,16,15
120,78,77
121,12,14
122,58,59
123,31,34
124,0,0
125,5,3
126,47,45
127,50,52
128,72,77
129,27,29
130,38,38
131,17,26
132,3,3
133,0,0
134,24,24
135,63,61
136,16,17
137,16,13
138,0,0
139,3,1
140,0,3
141,11,10
142,38,35
143,22,24
144,60,59
145,58,61
146,41,40
147,57,62
148,15,15
149,19,14
150,1,0
151,74,85
152,31,34
153,17,17
154,7,6
155,25,23
156,0,0
157,64,69
158,61,64
159,8,10
160,47,43
161,1,0
162,20,21
163,50,45
164,11,8
165,47,49
166,40,41
167,25,29
168,0,0
169,12,7
170,29,27
171,0,1
172,39,41
173,58,57
174,0,0
175,44,46
176,0,0
177,0,0
178,11,13
179,26,26
180,33,31
181,78,77
182,3,0
183,1,0
184,70,76
185,34,35
186,17,17
187,47,38
188,20,20
189,54,59
190,13,13
191,1,1
192,0,1
193,0,1
194,28,27
195,18,20
196,24,17
197,0,1
198,22,20
199,1,5
200,52,52
201,51,54
202,14,14
203,27,24
204,1,3
205,37,37
206,31,31
207,12,12
208,0,1
209,42,38
210,48,48
211,11,12
212,4,3
213,40,37
214,58,62
215,14,15
216,2,3
217,0,0
218,0,0
219,33,34
220,11,10
221,0,0
222,27,29
223,16,17
224,74,98
225,0,1
226,55,57
227,25,27
228,35,35
229,30,27
230,19,17
231,61,58
232,2,5
233,21,20
234,27,29
235,62,65
236,51,55
237,3,1
238,1,0
239,28,27
240,0,0
241,30,32
242,71,75
243,26,24
244,23,24
245,30,31
246,17,12
247,65,64
248,31,31
249,56,58
250,37,34
251,9,7
252,17,17
253,43,46
254,34,34
255,0,0
256,73,85
257,0,1
258,46,37
259,35,37
260,36,35
261,56,52
262,39,37
263,1,0
264,56,55
265,82,90
266,0,0
267,43,41
268,17,15
269,41,38
270,0,1
271,95,92
272,38,38
273,62,61
274,14,13
275,7,7
276,64,63
277,59,64
278,62,62
279,41,38
280,0,0
281,38,34
282,25,24
283,3,1
284,62,65
285,35,40
286,55,58
287,84,81
288,27,26
289,13,13
290,0,0
291,41,40
292,50,49
293,43,41
294,25,24
295,38,43
296,17,17
297,55,58
298,50,58
299,3,1
300,6,5
301,55,52
302,1,3
303,28,27
304,38,34
305,75,86
306,42,41
307,61,64
308,41,40
309,50,52
310,49,54
311,1,1
312,54,59
313,27,29
314,41,40
315,44,46
316,40,49
317,63,74
318,0,0
319,36,35
320,64,63
321,3,1
322,24,26
323,23,24
324,4,3
325,0,1
326,14,17
327,15,13
328,47,59
329,0,1
330,4,0
331,42,43
332,16,17
333,49,49
334,16,15
335,0,0
336,58,58
337,2,3
338,54,54
339,1,0
340,16,15
341,12,12
342,0,1
343,58,61
344,25,26
345,40,40
346,0,0
347,28,29
348,7,6
349,4,3
350,21,24
351,45,49
352,53,52
353,4,1
354,17,17
355,1,0
356,29,24
357,12,6
358,15,14
359,15,13
360,6,6
361,76,90
362,19,20
363,64,69
364,61,62
365,47,49
366,4,6
367,19,20
368,72,69
369,37,34
370,6,7
371,35,35
372,14,13
373,29,29
374,84,87
375,51,55
376,26,26
377,28,26
378,31,31
379,60,59
380,2,1
381,0,0
382,3,5
383,2,0
384,0,0
385,61,64
386,0,0
387,7,5
388,27,26
389,0,0
390,26,24
391,44,48
392,60,62
393,2,3
394,74,77
395,1,0
396,25,26
397,0,0
398,11,8
399,0,0
400,0,0
401,12,12
402,77,83
403,18,15
404,0,0
405,4,0
406,54,57
407,8,7
408,23,20
409,57,58
410,26,26
411,24,24
412,3,1
413,47,55
414,0,3
415,26,26
416,15,17
417,23,27
418,40,34
419,34,34
420,20,20
421,38,37
422,0,0
423,55,58
424,23,21
425,20,23
426,51,55
427,25,24
428,15,14
429,29,27
430,15,17
431,9,8
432,3,0
433,0,1
434,32,29
435,37,37
436,45,45
437,20,20
438,52,55
439,15,15
440,33,31
441,0,3
442,30,31
443,2,1
444,13,15
445,3,0
446,2,5
447,0,0
448,38,35
449,45,49
450,26,24
451,44,48
452,26,24
453,3,3
454,53,54
455,56,55
456,13,15
457,9,7
458,0,0
459,52,52
460,49,52
461,35,35
462,0,0
463,50,51
464,63,63
465,13,13
466,64,69
467,3,3
468,59,61
469,42,45
470,6,6
471,71,71
472,25,26
473,26,24
474,3,3
475,21,21
476,1,0
477,28,27
478,74,85
479,2,3
480,4,3
481,21,24
482,40,37
483,17,17
484,25,23
485,59,69
486,1,0
487,29,29
488,57,55
489,32,31
490,26,26
491,14,18
492,34,35
493,4,8
494,0,1
495,46,45
496,14,14
497,35,35
498,1,0
499,26,27
500,14,14
501,53,52
502,25,29
503,51,55
504,77,85
505,22,21
506,24,26
507,30,29
508,60,69
509,62,64
510,42,52
511,33,31
512,53,55
513,48,69
514,47,45
515,11,5
516,31,29
517,20,17
518,14,13
519,24,26
520,76,80
521,0,0
522,9,10
523,8,10
524,17,14
525,48,54
526,101,87
527,2,1
528,0,0
529,1,1
530,1,0
531,15,14
532,0,0
533,20,21
534,9,8
535,2,0
536,17,15
537,4,3
538,56,58
539,27,27
540,35,31
541,58,55
542,4,3
543,15,17
544,0,0
545,8,7
546,5,3
547,0,3
548,44,48
549,80,77
550,15,14
551,42,37
552,57,59
553,77,80
554,8,8
555,8,6
556,70,77
557,13,14
558,3,3
559,59,57
560,22,21
561,20,20
562,2,3
563,11,12
564,10,10
565,0,0
566,58,61
567,69,76
568,50,54
569,68,75
570,41,41
571,20,21
572,38,37
573,5,3
574,3,5
575,4,3
576,39,46
577,69,75
578,0,0
579,29,24
580,12,12
581,21,20
582,39,40
583,7,6
584,62,58
585,68,69
586,9,7
587,13,10
588,59,59
589,4,3
590,2,5
591,0,1
592,43,43
593,81,85
594,49,49
595,2,0
596,0,1
597,1,0
598,0,0
599,3,3
600,17,17
601,43,45
602,2,1
603,0,0
604,14,0
605,57,58
606,15,15
607,63,63
608,50,55
609,39,40
610,24,24
611,0,1
612,40,37
613,12,10
614,18,15
615,59,75
616,15,14
617,2,3
618,2,3
619,57,88
620,5,7
621,8,6
622,26,21
623,38,43
624,0,0
625,29,29
626,0,0
627,25,26
628,27,27
629,65,69
630,51,59
631,27,27
632,0,0
633,8,7
634,33,34
635,14,13
636,66,65
637,19,14
638,44,43
639,0,1
640,18,18
641,36,34
642,1,0
643,18,17
644,31,31
645,33,37
646,70,64
647,6,6
648,25,27
649,64,61
650,0,0
651,0,0
652,14,14
653,27,26
654,63,63
655,27,31
656,28,31
657,75,75
658,69,68
659,23,24
660,45,52
661,8,7
662,0,1
663,29,26
664,4,1
665,57,55
666,33,34
667,12,7
668,4,1
669,20,20
670,1,1
671,25,24
672,29,29
673,17,15
674,2,0
675,39,38
676,13,8
677,0,0
678,32,31
679,0,0
680,21,20
681,8,6
682,65,68
683,12,8
684,31,34
685,41,38
686,38,37
687,48,49
688,2,3
689,4,0
690,6,7
691,71,85
692,12,12
693,0,3
694,69,65
695,75,80
696,20,24
697,65,68
698,17,17
699,15,15
700,4,6
701,61,61
702,63,67
703,15,15
704,17,17
705,20,20
706,50,52
707,37,31
708,27,27
709,49,54
710,52,52
711,1,3
712,15,15
713,0,0
714,19,17
715,7,6
716,13,13
717,18,24
718,14,14
719,45,45
720,58,62
721,64,67
722,5,3
723,3,0
724,60,63
725,59,57
726,2,3
727,0,0
728,0,0
729,2,0
730,30,24
731,55,54
732,15,13
733,23,20
734,14,13
735,0,0
736,8,5
737,30,29
738,40,38
739,17,17
740,55,52
741,43,40
742,24,24
743,14,15
744,26,27
745,7,10
746,4,3
747,49,52
748,29,31
749,24,23
750,51,46
751,3,0
752,1,1
753,80,80
754,3,6
755,22,24
756,57,61
757,45,46
758,0,0
759,47,55
760,0,3
761,19,18
762,4,0
763,10,5
764,53,54
765,0,0
766,8,6
767,31,29
768,17,15
769,20,17
770,10,7
771,15,17
772,50,59
773,29,29
774,21,24
775,3,6
776,29,27
777,14,15
778,40,38
779,30,29
780,4,3
781,7,7
782,5,6
783,27,26
784,61,61
785,37,37
786,52,49
787,0,0
788,28,29
789,32,31
790,31,27
791,4,0
792,78,81
793,7,3
794,33,29
795,9,10
796,0,0
797,0,0
798,42,40
799,7,12
800,6,7
801,6,3
802,24,27
803,53,52
804,60,65
805,51,52
806,12,12
807,17,17
808,42,37
809,2,1
810,61,69
811,56,58
812,5,0
813,11,12
814,19,20
815,40,41
816,56,58
817,40,41
818,70,71
819,2,3
820,1,1
821,47,45
822,0,0
823,66,68
824,60,55
825,58,63
826,45,49
827,8,7
828,41,45
829,80,90
830,0,1
831,11,8
832,15,15
833,24,24
834,52,54
835,0,0
836,11,6
837,67,62
838,43,46
839,71,71
840,21,20
841,0,3
842,15,15
843,57,62
844,46,49
845,1,0
846,0,3
847,53,52
848,23,21
849,1,1
850,7,10
851,15,14
852,41,38
853,4,0
854,14,12
855,55,55
856,0,1
857,5,7
858,38,40
859,10,7
860,5,5
861,8,12
862,3,10
863,0,0
864,22,23
865,0,1
866,51,64
867,24,24
868,59,63
869,23,24
870,0,0
871,25,26
872,15,15
873,42,43
874,73,73
875,39,38
876,56,61
877,3,5
878,1,0
879,6,6
880,28,27
881,14,13
882,38,37
883,47,49
884,23,20
885,21,24
886,15,15
887,10,8
888,65,65
889,0,0
890,24,24
891,50,51
892,38,37
893,40,37
894,6,5
895,40,40
896,1,0
897,46,45
898,3,1
899,30,31
900,75,81
901,52,51
902,25,23
903,43,38
904,16,17
