,predict,actual
0,35,34
1,69,69
2,2,0
3,51,49
4,80,79
5,35,34
6,73,64
7,18,14
8,50,57
9,9,7
10,2,0
11,2,0
12,2,1
13,26,24
14,2,1
15,3,1
16,35,37
17,3,0
18,6,3
19,70,69
20,28,27
21,4,1
22,66,69
23,50,49
24,20,15
25,79,85
26,28,27
27,26,26
28,32,31
29,54,52
30,11,8
31,2,1
32,2,0
33,50,49
34,28,24
35,44,52
36,23,17
37,27,26
38,26,24
39,67,69
40,23,20
41,7,3
42,22,21
43,4,5
44,25,29
45,79,83
46,3,3
47,57,55
48,5,3
49,35,37
50,70,69
51,4,0
52,3,3
53,2,0
54,44,59
55,29,29
56,62,63
57,26,24
58,24,15
59,32,27
60,2,0
61,5,0
62,72,77
63,2,1
64,12,10
65,27,24
66,64,63
67,3,1
68,48,48
69,19,17
70,28,27
71,45,46
72,4,3
73,63,67
74,13,14
75,47,48
76,22,21
77,6,8
78,40,38
79,63,59
80,3,0
81,48,49
82,69,85
83,57,52
84,43,43
85,56,59
86,3,3
87,35,37
88,35,49
89,69,71
90,51,52
91,28,27
92,27,26
93,11,8
94,37,38
95,20,15
96,51,59
97,28,31
98,58,57
99,57,59
100,18,14
101,72,73
102,6,3
103,90,90
104,21,13
105,25,26
106,24,20
107,27,24
108,39,43
109,39,40
110,38,34
111,3,3
112,52,52
113,4,3
114,49,58
115,36,37
116,55,55
117,27,26
118,67,63
119,25,20
120,35,31
121,30,27
122,30,29
123,3,0
124,55,57
125,10,7
126,11,13
127,13,12
128,30,31
129,2,0
130,9,5
131,67,67
132,24,20
133,3,1
134,3,3
135,4,3
136,7,6
137,3,3
138,12,10
139,41,40
140,44,41
141,27,24
142,15,10
143,51,52
144,36,37
145,42,43
146,3,1
147,27,24
148,15,13
149,32,29
150,33,31
151,3,0
152,32,29
153,23,20
154,24,0
155,47,41
156,31,31
157,3,0
158,95,90
159,31,29
160,2,0
161,33,31
162,38,40
163,31,32
164,6,5
165,8,5
166,27,27
167,3,1
168,8,6
169,14,10
170,72,75
171,36,34
172,38,38
173,26,26
174,35,27
175,26,24
176,86,90
177,60,74
178,9,7
179,44,40
180,10,6
181,2,1
182,19,17
183,19,14
184,3,3
185,3,1
186,61,64
187,83,81
188,27,26
189,37,41
190,3,1
191,12,12
192,61,63
193,7,3
194,3,0
195,7,5
196,10,7
197,27,24
198,10,12
199,31,31
200,54,55
201,3,3
202,62,55
203,57,57
204,24,21
205,19,15
206,56,58
207,19,14
208,11,10
209,65,62
210,33,31
211,40,41
212,9,8
213,11,7
214,42,40
215,5,7
216,37,37
217,41,37
218,46,45
219,2,3
220,53,62
221,61,55
222,7,7
223,56,58
224,37,34
225,60,59
226,21,13
227,14,13
228,55,52
229,3,1
230,25,26
231,48,52
232,78,75
233,3,6
234,63,64
235,43,37
236,56,58
237,40,41
238,69,69
239,21,20
240,66,71
241,17,17
242,2,0
243,3,0
244,25,24
245,9,7
246,29,71
247,28,27
248,55,52
249,16,15
250,18,14
251,51,52
252,27,26
253,56,52
254,28,29
255,32,26
256,48,49
257,48,46
258,8,6
259,48,46
260,16,14
261,8,6
262,3,0
263,26,29
264,29,27
265,4,3
266,18,15
267,27,26
268,4,3
269,3,0
270,3,0
271,60,64
272,44,55
273,4,3
274,71,71
275,74,81
276,71,75
277,46,45
278,59,67
279,3,0
280,26,21
281,5,3
282,50,52
283,55,52
284,3,0
285,10,6
286,69,63
287,25,21
288,3,0
289,65,63
290,81,85
291,65,59
292,45,49
293,52,59
294,61,67
295,44,41
296,76,75
297,13,13
298,3,0
299,11,6
300,54,58
301,31,29
302,5,6
303,83,86
304,81,81
305,30,29
306,21,17
307,46,46
308,37,35
309,3,0
310,3,0
311,59,62
312,10,8
313,54,54
314,41,40
315,5,1
316,28,26
317,33,32
318,37,38
319,3,0
320,25,26
321,28,26
322,3,0
323,3,1
324,78,92
325,28,26
326,11,10
327,25,24
328,3,3
329,18,13
330,75,75
331,52,58
332,9,7
333,28,24
334,70,69
335,11,10
336,79,82
337,67,71
338,40,38
339,37,35
340,3,0
341,22,20
342,61,67
343,76,85
344,4,0
345,58,58
346,26,24
347,34,31
348,51,54
349,31,27
350,3,0
351,27,24
352,35,34
353,2,3
354,37,34
355,66,75
356,77,90
357,6,8
358,32,29
359,36,31
360,9,7
361,3,1
362,81,92
363,2,0
364,25,21
365,77,85
366,3,0
367,30,29
368,11,6
369,2,0
370,26,24
371,4,0
372,40,37
373,50,49
374,40,35
375,41,45
376,11,10
377,51,49
378,63,61
379,44,38
380,51,59
381,52,69
382,42,59
383,24,20
384,16,12
385,69,69
386,3,3
387,40,34
388,18,17
389,3,0
390,44,45
391,38,31
392,31,27
393,3,0
394,34,34
395,66,68
396,6,5
397,20,15
398,15,15
399,25,17
400,2,1
401,46,48
402,3,0
403,37,29
404,55,58
405,3,1
406,2,0
407,21,17
408,54,55
409,4,1
410,33,34
411,4,6
412,75,76
413,26,27
414,65,64
415,2,0
416,32,29
417,3,1
418,4,3
419,34,29
420,7,6
421,81,81
422,21,17
423,22,20
424,3,3
425,11,7
426,50,54
427,3,3
428,80,81
429,12,10
430,16,15
431,45,41
432,17,15
433,7,3
434,3,0
435,3,1
436,22,18
437,26,24
438,37,35
439,8,7
440,28,26
441,33,31
442,59,67
443,3,1
444,79,73
445,45,40
446,26,27
447,2,0
448,39,40
449,56,58
450,3,3
451,67,63
452,2,0
453,49,49
454,3,3
455,10,7
456,75,71
457,5,7
458,27,26
459,24,24
460,27,24
461,6,6
462,12,8
463,55,80
464,3,1
465,31,29
466,2,0
467,2,0
468,45,52
469,3,0
470,4,3
471,83,85
472,48,41
473,38,37
474,17,15
475,74,75
476,40,37
477,42,46
478,21,17
479,5,0
480,18,14
481,3,3
482,4,0
483,56,61
484,70,75
485,46,49
486,57,58
487,26,26
488,2,0
489,33,29
490,57,58
491,2,1
492,37,37
493,49,49
494,25,21
495,2,0
496,13,10
497,18,15
498,23,14
499,34,31
500,30,35
501,25,24
502,68,67
503,27,24
504,5,3
505,28,24
506,51,52
507,16,14
508,44,45
509,2,3
510,34,32
511,69,64
512,59,58
513,30,27
514,34,31
515,23,17
516,10,7
517,6,1
518,39,37
519,3,0
520,11,7
521,51,49
522,27,24
523,34,31
524,39,40
525,60,61
526,28,29
527,3,0
528,45,48
529,43,43
530,27,26
531,81,87
532,2,1
533,3,6
534,33,29
535,68,64
536,77,85
537,38,31
538,45,46
539,56,58
540,66,59
541,28,27
542,42,48
543,63,64
544,33,8
545,40,40
546,10,10
547,3,1
548,43,41
549,3,0
550,59,61
551,19,17
552,84,90
553,25,21
554,43,46
555,14,13
556,2,0
557,64,70
558,3,0
559,61,61
560,24,24
561,14,12
562,35,35
563,20,21
564,11,7
565,43,55
566,33,34
567,45,40
568,25,20
569,25,24
570,45,52
571,7,7
572,2,0
573,27,26
574,3,1
575,46,52
576,37,37
577,10,12
578,58,58
579,27,26
580,2,0
581,60,68
582,17,15
583,4,6
584,2,1
585,19,14
586,26,26
587,39,32
588,24,20
589,3,3
590,44,54
591,26,21
592,2,0
593,24,23
594,52,52
595,3,3
596,46,41
597,26,29
598,2,0
599,45,58
600,40,40
601,75,85
602,15,12
603,31,26
604,47,49
605,30,29
606,6,7
607,61,62
608,30,29
609,18,18
610,52,45
611,28,27
612,15,13
613,8,6
614,2,0
615,3,3
616,27,27
617,2,3
618,3,5
619,24,24
620,19,15
621,75,85
622,41,40
623,4,1
624,51,46
625,4,3
626,74,75
627,2,0
628,68,71
629,5,3
630,65,64
631,42,45
632,14,15
633,2,3
634,14,12
635,3,1
636,2,0
637,44,46
638,82,87
639,2,0
640,3,0
641,21,20
642,43,76
643,34,29
644,8,5
645,3,0
646,12,8
647,2,0
648,35,34
649,38,35
650,5,1
651,44,40
652,70,85
653,43,37
654,4,3
655,44,38
656,70,75
657,29,29
658,3,0
659,41,40
660,64,63
661,52,49
662,7,6
663,72,70
664,4,6
665,51,49
666,52,52
667,13,12
668,22,20
669,27,26
670,27,26
671,37,37
672,76,69
673,13,10
674,3,0
675,60,69
676,3,0
677,15,10
678,86,90
679,3,1
680,61,58
681,26,27
682,12,13
683,81,81
684,2,0
685,3,0
686,19,18
687,85,85
688,3,3
689,50,51
690,4,6
691,50,49
692,39,38
693,3,7
694,25,20
695,78,81
696,35,32
697,26,26
698,17,17
699,49,54
700,3,0
701,9,6
702,2,0
703,54,58
704,8,8
705,27,24
706,4,3
707,10,10
708,37,37
709,24,24
710,5,3
711,3,0
712,30,26
713,20,20
714,60,58
715,19,17
716,84,85
717,17,17
718,37,34
719,16,13
720,32,31
721,51,55
722,3,3
723,3,0
724,3,0
725,4,1
726,87,87
727,29,31
728,3,3
729,3,0
730,2,0
731,41,45
732,23,24
733,2,0
734,25,17
735,27,23
736,21,20
737,20,17
738,4,5
739,5,3
740,17,13
741,36,31
742,43,41
743,39,37
744,49,52
745,51,52
746,10,7
747,28,27
748,28,24
749,57,55
750,43,48
751,38,38
752,2,0
753,11,7
754,66,68
755,9,7
756,64,55
757,64,64
758,24,21
759,4,5
760,26,24
761,2,1
762,43,40
763,9,7
764,3,0
765,3,0
766,15,12
767,75,81
768,14,12
769,13,7
770,68,69
771,11,7
772,36,37
773,48,51
774,2,0
775,2,0
776,52,52
777,43,41
778,38,37
779,29,26
780,13,10
781,57,54
782,31,31
783,3,1
784,2,0
785,3,1
786,24,24
787,29,29
788,82,94
789,44,49
790,5,1
791,36,35
792,3,3
793,26,24
794,2,0
795,54,61
796,87,92
797,50,49
798,81,86
799,25,24
800,37,45
801,4,0
802,3,0
803,4,3
804,3,0
805,77,81
806,30,27
807,2,0
808,2,0
809,4,3
810,65,68
811,86,90
812,19,17
813,63,59
814,11,6
815,23,20
816,16,13
817,3,0
818,67,58
819,58,55
820,24,20
821,43,38
822,4,5
823,57,64
824,3,0
825,34,31
826,78,85
827,44,45
828,21,17
829,2,1
830,28,27
831,42,41
832,15,13
833,10,6
834,53,55
835,49,55
836,3,1
837,2,0
838,13,14
839,22,17
840,28,26
841,39,38
842,9,20
843,87,77
844,3,0
845,58,57
846,2,0
847,23,15
848,3,0
849,54,54
850,4,1
851,3,0
852,3,0
853,3,1
854,5,6
855,47,49
856,49,61
857,21,17
858,49,49
859,25,24
860,79,85
861,64,80
862,72,70
863,19,15
864,42,37
865,3,3
866,4,0
867,27,24
868,51,51
869,25,27
870,36,34
871,50,57
872,22,21
873,22,23
874,2,0
875,74,80
876,58,58
877,28,24
878,29,27
879,12,13
880,88,85
881,15,14
882,26,21
883,21,20
884,28,24
885,31,29
886,25,20
887,27,27
888,3,3
889,15,10
890,10,6
891,50,49
892,52,52
893,18,13
894,33,31
895,36,31
896,63,62
897,16,14
898,66,75
899,64,85
900,30,31
901,35,35
902,45,41
903,24,24
904,25,24
905,2,0
906,26,24
907,25,21
908,30,29
909,34,35
910,3,1
911,28,29
912,54,55
913,3,3
914,21,20
915,3,0
916,2,0
917,66,61
918,12,7
919,6,5
920,55,58
921,30,37
922,55,55
923,50,49
924,30,31
925,3,0
926,39,37
927,3,1
928,46,46
929,6,6
930,5,3
931,45,48
932,3,0
933,25,20
934,13,13
935,2,0
936,26,24
937,75,75
938,5,5
939,24,21
940,5,3
941,76,71
942,4,3
943,24,20
944,5,0
945,38,35
946,2,1
947,80,86
948,3,3
949,55,68
950,12,6
951,3,1
952,53,55
953,29,29
954,24,20
955,48,49
956,3,1
957,3,0
958,70,65
959,43,43
960,16,15
961,66,65
962,3,3
963,41,38
964,21,17
965,80,81
966,18,15
967,79,86
968,22,20
969,28,24
970,21,17
971,19,13
972,9,7
973,3,0
974,25,24
975,39,41
976,2,0
977,9,6
978,3,7
979,3,0
980,3,0
981,34,35
982,39,40
983,4,0
984,37,35
985,25,24
986,29,27
987,58,55
988,16,10
989,39,40
990,26,23
991,3,1
992,66,65
