,predict,actual
0,27,27
1,53,58
2,16,13
3,1,0
4,75,80
5,56,58
6,28,29
7,45,59
8,75,80
9,8,6
10,17,17
11,68,68
12,3,3
13,18,20
14,55,59
15,17,17
16,17,14
17,37,38
18,30,29
19,69,67
20,14,15
21,21,21
22,40,37
23,46,46
24,56,57
25,12,12
26,58,54
27,21,23
28,45,49
29,1,0
30,4,0
31,30,34
32,40,40
33,10,7
34,46,57
35,13,6
36,50,46
37,17,15
38,65,65
39,27,26
40,28,29
41,26,24
42,68,80
43,53,52
44,55,57
45,7,8
46,84,90
47,22,24
48,3,1
49,73,70
50,19,20
51,0,1
52,27,26
53,16,15
54,21,20
55,29,29
56,3,0
57,29,27
58,81,76
59,50,52
60,30,29
61,0,0
62,32,32
63,53,52
64,31,31
65,17,15
66,2,1
67,43,45
68,0,0
69,75,80
70,26,27
71,34,31
72,43,37
73,47,52
74,1,0
75,26,26
76,15,13
77,1,0
78,28,27
79,72,65
80,42,40
81,8,3
82,36,35
83,23,24
84,41,45
85,2,3
86,49,49
87,26,24
88,37,37
89,26,26
90,1,1
91,60,55
92,0,0
93,0,0
94,19,17
95,32,31
96,73,82
97,9,7
98,56,54
99,1,1
100,17,20
101,19,21
102,55,54
103,61,67
104,42,46
105,68,68
106,0,0
107,3,3
108,4,3
109,27,29
110,0,0
111,4,0
112,31,27
113,16,17
114,84,85
115,24,26
116,41,38
117,10,5
118,15,17
119,0,0
120,0,1
121,0,0
122,48,49
123,54,54
124,13,13
125,24,24
126,22,23
127,0,0
128,44,45
129,3,3
130,1,0
131,37,34
132,1,0
133,15,13
134,40,40
135,9,3
136,2,3
137,55,57
138,0,0
139,30,27
140,49,46
141,52,49
142,21,21
143,49,52
144,93,96
145,80,80
146,0,0
147,10,6
148,34,34
149,4,3
150,5,8
151,38,38
152,52,49
153,53,58
154,41,40
155,31,31
156,35,34
157,26,26
158,0,1
159,3,3
160,22,23
161,3,6
162,7,7
163,96,110
164,33,29
165,24,24
166,38,38
167,84,80
168,24,21
169,16,17
170,49,52
171,1,0
172,8,7
173,91,96
174,14,12
175,10,7
176,5,6
177,15,20
178,62,69
179,69,64
180,64,65
181,35,35
182,0,0
183,20,20
184,7,5
185,51,52
186,14,12
187,27,26
188,86,85
189,90,85
190,0,0
191,30,29
192,52,52
193,32,31
194,67,59
195,13,13
196,3,1
197,78,85
198,8,7
199,3,1
200,8,7
201,38,37
202,92,90
203,0,0
204,24,24
205,56,65
206,50,64
207,1,3
208,14,14
209,25,27
210,51,58
211,24,26
212,11,14
213,0,0
214,10,8
215,1,0
216,25,27
217,22,27
218,34,34
219,27,24
220,1,0
221,25,24
222,35,38
223,11,10
224,21,21
225,46,43
226,5,3
227,71,68
228,58,58
229,60,59
230,29,29
231,25,24
232,16,14
233,43,41
234,19,20
235,71,64
236,80,85
237,28,31
238,19,18
239,1,0
240,14,6
241,52,54
242,19,17
243,36,31
244,61,64
245,38,34
246,23,23
247,16,17
248,25,26
249,7,5
250,51,67
251,54,57
252,0,0
253,19,20
254,17,18
255,73,73
256,25,24
257,3,3
258,13,17
259,29,27
260,17,17
261,60,58
262,0,0
263,69,63
264,21,24
265,62,65
266,54,54
267,24,24
268,0,3
269,8,6
270,0,0
271,2,0
272,2,0
273,17,17
274,86,85
275,0,0
276,3,0
277,29,29
278,12,13
279,10,7
280,13,12
281,2,1
282,23,26
283,75,73
284,69,69
285,70,67
286,1,0
287,62,79
288,23,24
289,4,6
290,53,52
291,26,29
292,6,5
293,12,10
294,73,77
295,18,15
296,0,1
297,2,0
298,11,13
299,25,26
300,9,7
301,11,8
302,84,82
303,6,3
304,12,13
305,49,49
306,22,21
307,53,49
308,20,21
309,15,0
310,56,58
311,19,23
312,54,54
313,27,26
314,89,85
315,31,27
316,35,32
317,36,34
318,37,37
319,44,43
320,11,10
321,36,35
322,28,31
323,0,0
324,47,57
325,55,57
326,39,49
327,25,21
328,20,15
329,35,31
330,38,37
331,10,8
332,11,8
333,26,29
334,1,3
335,7,7
336,49,49
337,1,0
338,30,29
339,12,13
340,16,13
341,44,41
342,36,37
343,52,54
344,0,0
345,4,3
346,41,40
347,10,10
348,1,3
349,29,31
350,25,24
351,33,31
352,50,54
353,13,12
354,39,38
355,30,31
356,27,26
357,49,52
358,52,54
359,0,0
360,10,8
361,81,80
362,10,3
363,4,3
364,27,26
365,8,3
366,10,8
367,10,10
368,87,88
369,3,3
370,51,49
371,55,52
372,65,57
373,9,6
374,25,26
375,66,69
376,5,7
377,7,5
378,26,29
379,9,8
380,45,40
381,46,51
382,22,24
383,7,6
384,70,69
385,46,69
386,23,23
387,54,55
388,58,61
389,0,1
390,1,0
391,41,34
392,55,52
393,37,37
394,23,24
395,42,34
396,23,24
397,61,71
