,predict,actual
0,36,37
1,53,54
2,0,1
3,16,17
4,58,57
5,18,17
6,27,27
7,3,3
8,69,75
9,88,96
10,22,24
11,10,7
12,11,13
13,0,0
14,45,45
15,50,54
16,18,18
17,13,15
18,84,81
19,13,15
20,0,0
21,12,6
22,36,37
23,34,32
24,9,10
25,23,24
26,1,0
27,22,21
28,88,92
29,0,0
30,18,13
31,35,34
32,54,59
33,4,6
34,0,1
35,3,0
36,24,1
37,34,34
38,58,58
39,24,23
40,75,75
41,0,0
42,11,7
43,0,1
44,9,8
45,4,7
46,28,29
47,0,3
48,0,0
49,0,0
50,5,6
51,58,58
52,3,0
53,4,3
54,48,51
55,6,5
56,13,17
57,0,0
58,66,96
59,34,37
60,65,75
61,74,81
62,84,94
63,30,26
64,0,1
65,0,0
66,49,49
67,0,0
68,3,7
69,37,37
70,62,62
71,37,37
72,27,26
73,2,6
74,18,17
75,2,1
76,27,29
77,51,52
78,4,3
79,27,31
80,35,43
81,73,85
82,69,67
83,65,69
84,51,54
85,62,63
86,3,5
87,79,85
88,29,29
89,72,80
90,78,85
91,35,31
92,66,73
93,46,63
94,16,15
95,6,7
96,26,26
97,6,6
98,51,52
99,28,29
100,1,3
101,1,0
102,40,40
103,46,46
104,4,5
105,14,13
106,17,17
107,0,1
108,48,46
109,32,29
110,0,0
111,0,1
112,43,43
113,15,17
114,23,21
115,65,69
116,24,26
117,52,57
118,0,0
119,14,15
120,49,55
121,0,3
122,9,8
123,21,20
124,3,7
125,29,27
126,59,58
127,0,0
128,5,3
129,15,13
130,0,1
131,5,7
132,43,46
133,19,17
134,39,41
135,0,3
136,33,34
137,8,10
138,48,52
139,55,55
140,0,0
141,25,27
142,24,24
143,40,34
144,5,5
145,50,49
146,81,85
147,7,0
148,0,1
149,27,27
150,6,3
151,56,57
152,64,64
153,39,48
154,39,35
155,28,26
156,3,1
157,0,0
158,16,15
159,20,27
160,14,14
161,0,3
162,18,15
163,66,64
164,0,0
165,73,85
166,25,29
167,0,1
168,66,69
169,0,0
170,40,37
171,8,7
172,50,55
173,0,0
174,0,0
175,3,3
176,45,49
177,41,54
178,24,24
179,40,34
180,55,55
181,12,13
182,56,63
183,9,10
184,64,71
185,49,51
186,1,0
187,64,68
188,29,29
189,6,5
190,50,52
191,3,5
192,27,27
193,35,35
194,0,1
195,72,77
196,59,61
197,9,7
198,39,38
199,51,58
200,0,0
201,3,3
202,35,31
203,24,26
204,5,3
205,41,40
206,25,24
207,6,3
208,22,24
209,55,59
210,48,49
211,2,0
212,29,27
213,7,10
214,12,14
215,54,54
216,4,5
217,11,5
218,78,85
219,15,1
220,77,90
221,25,23
222,70,76
223,1,1
224,6,6
225,29,29
226,67,85
227,48,49
228,4,5
229,45,37
230,4,3
231,24,20
232,0,0
233,5,6
234,22,21
235,59,62
236,53,57
237,64,69
238,1,1
239,64,63
240,58,70
241,13,12
242,16,17
243,7,7
244,10,13
245,1,5
246,63,62
247,19,17
248,0,0
249,48,46
250,1,0
251,22,17
252,46,49
253,14,15
254,6,10
255,0,0
256,36,34
257,26,27
258,8,8
259,3,3
260,58,59
261,35,29
262,0,1
263,44,34
264,23,24
265,1,1
266,62,85
267,0,0
268,27,29
269,72,74
270,15,17
271,31,27
272,37,38
273,17,14
274,4,6
275,6,7
276,15,14
277,0,0
278,68,68
279,62,69
280,0,0
281,35,34
282,38,38
283,47,48
284,5,3
285,29,26
286,16,15
287,54,55
288,84,86
289,72,80
290,15,17
291,50,51
292,19,17
293,14,15
294,51,52
295,53,58
296,5,13
297,0,0
298,4,3
299,0,0
300,0,0
301,11,13
302,10,12
303,13,10
304,28,27
305,32,35
306,0,3
307,1,0
308,25,26
309,28,27
310,53,55
311,0,0
312,0,0
313,29,34
314,19,15
315,3,6
316,72,85
317,24,24
318,41,40
319,25,20
320,52,49
321,45,40
322,1,5
323,37,40
324,0,0
325,13,15
326,71,82
327,26,27
328,7,7
329,44,38
330,7,6
331,56,52
332,66,87
333,61,69
334,62,65
335,66,69
336,12,12
337,13,13
338,26,26
339,37,40
340,0,0
341,50,52
342,32,29
343,0,1
344,71,77
345,28,24
346,29,26
347,29,27
348,62,68
349,0,0
350,14,12
351,35,37
352,84,85
353,23,20
354,29,29
355,61,64
356,7,8
357,67,71
358,18,17
359,0,1
360,15,14
361,10,7
362,62,68
363,0,0
364,36,38
365,15,12
366,60,69
367,44,49
368,55,64
369,68,76
370,79,96
371,32,24
372,3,3
373,2,1
374,0,0
375,71,75
376,10,10
377,34,31
378,80,80
379,62,71
380,28,26
381,0,1
382,42,38
383,26,26
384,22,24
385,27,29
386,17,15
387,17,17
388,59,67
389,45,52
390,48,51
391,57,62
392,57,55
393,58,63
394,34,31
395,0,0
396,0,1
397,31,31
398,40,38
399,16,15
400,37,37
401,0,0
402,12,12
403,20,23
404,34,45
405,2,3
406,15,37
407,4,1
408,41,40
409,38,38
410,11,13
411,58,63
412,19,21
413,1,0
414,61,73
415,27,26
416,22,1
417,24,20
418,0,0
419,14,15
420,12,10
421,14,13
422,30,27
423,23,27
424,51,52
425,8,6
426,8,10
427,0,0
428,0,0
429,1,1
430,12,15
431,66,71
432,2,1
433,71,69
434,46,41
435,61,64
436,4,0
437,24,24
438,17,14
439,53,55
440,37,37
441,4,0
442,0,0
443,5,3
444,42,46
445,58,67
446,31,29
447,0,3
448,1,1
449,58,63
450,52,52
451,0,0
452,0,0
453,12,13
454,24,26
455,5,10
456,11,10
457,0,3
458,54,52
459,7,7
460,29,31
461,60,61
462,74,76
463,65,80
464,35,34
465,16,14
466,43,48
467,15,15
468,17,18
469,4,6
470,30,35
471,29,27
472,27,24
473,1,0
474,51,52
475,0,0
476,0,1
477,0,0
478,30,29
479,43,46
480,33,31
481,8,6
482,0,1
483,23,26
484,10,10
485,21,20
486,67,70
487,11,8
488,0,0
489,61,62
490,2,5
491,9,10
492,51,52
493,19,17
494,37,37
495,44,49
496,65,62
497,4,3
498,13,14
499,0,0
500,6,5
501,0,0
502,33,34
503,23,24
504,50,49
505,7,7
506,18,15
507,26,26
508,68,68
509,28,29
510,11,12
511,41,37
512,50,52
513,2,1
514,0,1
