,predict,actual
0,1,0
1,24,27
2,30,27
3,62,63
4,68,71
5,12,7
6,65,71
7,27,26
8,21,21
9,50,51
10,0,0
11,40,41
12,12,10
13,14,15
14,9,7
15,39,41
16,0,0
17,86,96
18,39,37
19,55,59
20,51,54
21,85,86
22,0,1
23,27,24
24,39,41
25,14,15
26,64,64
27,23,20
28,5,3
29,21,20
30,42,41
31,8,7
32,27,24
33,9,7
34,51,49
35,31,31
36,15,15
37,10,7
38,2,6
39,32,34
40,12,7
41,32,29
42,25,24
43,0,1
44,16,15
45,36,31
46,20,20
47,10,10
48,33,34
49,35,29
50,0,3
51,58,59
52,0,3
53,8,10
54,12,10
55,32,31
56,16,14
57,23,23
58,1,0
59,0,0
60,0,0
61,43,41
62,94,110
63,74,74
64,30,29
65,27,24
66,29,27
67,5,3
68,80,98
69,40,34
70,41,41
71,20,18
72,70,77
73,6,1
74,5,3
75,28,29
76,39,37
77,1,0
78,61,63
79,13,14
80,54,54
81,0,3
82,55,55
83,6,10
84,23,24
85,16,14
86,48,45
87,57,55
88,15,13
89,62,65
90,27,26
91,17,17
92,0,0
93,77,80
94,3,5
95,33,31
96,0,1
97,17,15
98,20,20
99,27,27
100,62,64
101,30,31
102,72,75
103,10,8
104,4,3
105,58,55
106,30,26
107,15,6
108,38,35
109,14,15
110,54,61
111,1,0
112,61,61
113,0,0
114,4,1
115,6,3
116,31,26
117,0,1
118,55,54
119,78,80
120,83,90
121,19,24
122,1,3
123,24,21
124,5,5
125,28,26
126,14,13
127,60,68
128,16,14
129,11,13
130,28,27
131,9,10
132,35,34
133,78,80
134,27,31
135,34,34
136,42,45
137,0,0
138,52,55
139,49,52
140,0,0
141,60,61
142,15,15
143,21,20
144,3,5
145,82,90
146,0,0
147,82,82
148,26,24
149,2,3
150,55,57
151,13,13
152,0,3
153,0,0
154,11,8
155,9,7
156,42,38
157,2,6
158,6,1
159,70,75
160,50,58
161,32,31
162,38,37
163,4,3
164,11,8
165,63,62
166,1,5
167,7,6
168,4,1
169,4,0
170,0,1
171,0,0
172,5,5
173,0,0
174,0,0
175,13,12
176,0,0
177,45,55
178,28,27
179,39,38
180,4,3
181,59,55
182,2,0
183,0,1
184,49,51
185,4,3
186,30,27
187,54,52
188,66,69
189,64,73
190,55,55
191,32,34
192,59,65
193,67,76
194,79,86
195,65,75
196,0,0
197,7,8
198,0,1
199,31,31
200,49,59
201,37,34
202,14,15
203,0,1
204,6,3
205,56,52
206,14,13
207,20,21
208,63,62
209,80,90
210,59,69
211,45,51
212,57,62
213,78,86
214,58,58
215,25,21
216,8,10
217,49,48
218,36,37
219,16,14
220,50,45
221,1,3
222,49,45
223,50,54
224,10,10
225,47,46
226,9,6
227,70,98
228,34,26
229,9,3
230,54,55
231,52,57
232,52,55
233,0,0
234,47,49
235,4,3
236,55,64
237,31,27
238,65,65
239,24,24
240,38,34
241,3,1
242,24,24
243,28,27
244,78,85
245,43,41
246,12,12
247,47,49
248,0,0
249,38,38
250,1,1
251,55,55
252,0,0
253,7,0
254,3,1
255,25,24
256,12,12
257,14,14
258,38,37
259,38,38
260,71,85
261,4,1
262,1,0
263,7,7
264,73,73
265,5,5
266,15,15
267,0,1
268,12,13
269,9,3
270,3,1
271,61,64
272,57,61
273,20,23
274,6,5
275,7,6
276,40,40
277,56,59
278,1,3
279,47,49
280,0,0
281,58,64
282,70,81
283,21,26
284,3,1
285,56,59
286,48,52
287,16,14
288,9,7
289,29,27
290,24,26
291,47,45
292,73,87
293,24,24
294,35,34
295,36,35
296,1,3
297,1,1
298,48,52
299,3,0
300,0,0
301,25,21
302,24,24
303,20,18
304,8,3
305,4,6
306,26,27
307,25,24
308,68,83
309,33,31
310,18,21
311,0,0
312,39,38
313,31,34
314,28,29
315,30,29
316,9,6
317,12,13
318,0,3
319,54,55
320,5,7
321,0,0
322,43,40
323,53,52
324,70,75
325,24,23
326,16,17
327,15,15
328,4,3
329,38,37
330,18,17
331,1,1
332,5,5
333,14,13
334,23,20
335,69,67
336,22,20
337,33,34
338,10,8
339,3,5
340,51,52
341,8,7
342,70,80
343,2,3
344,46,45
345,8,5
346,65,68
347,75,75
348,63,64
349,79,81
350,56,59
351,18,17
352,46,51
353,0,0
354,12,10
355,5,5
356,41,40
357,6,8
358,67,76
359,61,58
360,46,49
361,49,49
362,37,38
363,36,35
364,23,20
365,19,17
366,0,0
367,28,27
368,45,49
369,0,3
370,14,15
371,0,0
372,49,52
373,22,20
374,2,3
375,0,0
376,43,49
377,51,51
378,62,69
379,0,0
380,62,64
381,26,24
382,9,10
383,9,7
384,5,5
385,55,58
386,33,34
387,3,3
388,49,52
389,0,0
390,25,23
391,32,32
392,0,0
393,18,20
394,41,38
395,9,7
396,24,21
397,33,34
398,11,10
399,23,24
400,57,61
401,0,0
402,37,37
403,6,3
404,0,0
405,23,24
406,38,37
407,31,27
408,4,3
409,62,75
410,3,3
411,56,57
412,0,0
413,25,26
414,83,90
415,34,26
416,0,1
417,14,10
418,35,37
419,10,7
420,47,49
421,2,3
422,31,31
423,33,31
424,7,3
425,39,43
426,49,51
427,31,31
428,32,34
429,8,6
430,46,27
431,45,48
432,14,12
433,4,5
434,4,1
435,0,0
436,8,6
437,20,17
438,77,85
439,47,48
440,0,0
441,60,68
442,50,52
443,58,64
444,35,34
445,0,3
446,4,5
447,17,15
448,31,31
449,11,15
450,55,59
451,3,3
452,29,29
453,17,14
454,44,43
455,44,43
456,15,15
457,16,15
458,30,31
459,48,45
460,26,27
461,13,10
462,23,21
463,60,64
464,14,15
465,17,17
466,3,1
467,48,48
468,47,43
469,53,58
470,12,12
471,24,24
472,2,0
473,16,15
474,39,34
475,31,27
476,0,3
477,42,41
478,23,24
479,1,3
480,46,49
481,21,18
482,12,10
483,14,17
484,52,55
485,48,46
486,19,17
487,20,20
488,0,0
489,41,40
490,3,3
491,74,81
492,29,26
493,0,0
494,3,0
495,42,45
496,20,20
497,44,46
498,25,24
499,30,29
500,30,31
501,21,21
502,17,14
503,8,3
504,50,49
505,20,18
506,9,7
507,53,57
508,19,17
509,78,86
510,0,0
511,41,43
512,33,27
513,38,37
514,0,0
515,41,40
516,29,26
517,4,0
518,2,0
519,50,57
520,39,40
521,2,3
522,0,0
523,24,24
524,26,26
525,28,27
526,70,79
527,7,6
528,46,48
529,49,46
530,5,6
531,42,52
532,9,7
533,62,64
534,24,24
535,0,0
536,56,61
537,7,3
538,81,85
539,33,31
540,35,35
541,0,1
542,56,57
543,24,20
544,14,10
545,59,62
546,35,34
547,2,5
548,62,67
549,24,24
550,11,10
551,28,26
552,25,24
553,42,38
554,54,61
555,57,59
556,10,13
557,2,0
558,65,68
559,0,0
560,0,0
561,72,75
562,24,24
563,24,24
564,54,52
565,77,76
566,32,31
567,0,0
568,16,15
569,35,40
570,27,24
571,45,52
572,39,40
573,78,85
574,16,15
575,11,0
576,40,43
577,58,69
578,1,0
579,6,3
580,9,3
581,32,31
582,60,62
583,79,87
584,56,59
585,3,3
586,33,29
587,55,62
588,7,6
589,13,13
590,14,13
591,76,85
592,52,51
593,50,52
594,2,3
595,3,0
596,0,1
597,23,21
598,54,55
599,5,0
600,34,27
601,5,3
602,56,62
603,8,7
604,28,29
605,16,17
606,13,13
607,69,75
608,8,6
609,7,5
610,13,12
611,20,24
612,34,37
613,1,0
614,0,3
615,48,49
616,41,43
617,8,6
618,55,59
619,26,24
620,10,8
621,0,0
622,23,23
623,74,76
624,2,1
625,26,26
626,32,31
627,70,75
628,3,3
629,35,29
630,6,6
631,43,37
632,13,13
633,14,13
634,8,6
635,64,69
636,1,1
637,37,38
638,0,0
639,14,13
640,48,52
641,0,0
642,12,13
643,7,6
644,7,5
645,75,87
646,21,17
647,15,13
648,4,3
649,4,0
650,1,0
651,0,1
652,0,0
653,55,65
654,0,1
655,10,6
656,0,1
657,75,81
658,43,41
659,46,49
660,25,24
661,30,24
662,26,26
663,55,58
664,8,7
665,13,13
666,48,48
667,0,0
668,29,29
669,62,67
670,37,29
671,58,59
672,37,37
673,0,0
674,0,0
675,23,24
676,0,0
677,53,52
678,0,3
679,32,29
680,56,59
681,48,46
682,82,90
683,30,27
684,7,6
685,46,49
686,51,52
687,6,6
688,23,20
689,0,1
690,9,7
691,2,0
692,37,35
693,9,8
694,54,59
695,25,26
696,16,15
697,16,15
698,36,37
699,19,17
700,71,71
701,5,7
702,0,1
703,48,51
704,56,61
705,6,10
706,39,35
707,59,59
708,7,0
709,50,48
710,25,24
711,0,0
712,70,73
713,1,3
714,20,14
715,67,71
716,53,58
717,8,3
718,7,6
719,59,61
720,45,46
721,29,31
722,52,48
723,29,27
724,71,85
725,27,24
726,55,59
727,56,62
728,1,1
729,74,81
730,17,14
731,73,75
732,0,0
733,0,0
734,0,0
735,63,68
736,21,18
737,13,13
738,8,10
739,39,37
740,52,49
741,18,18
742,22,21
743,52,55
744,48,49
745,2,0
746,39,38
747,51,55
748,2,0
749,59,69
750,24,23
751,0,0
752,23,23
753,16,13
754,35,34
755,0,5
756,30,27
757,0,0
758,57,67
759,70,77
760,30,31
761,8,6
762,23,24
763,27,26
764,79,81
765,46,54
766,67,65
767,0,0
768,0,0
769,0,0
770,36,37
771,34,35
772,13,10
773,66,68
774,51,52
775,3,3
776,20,20
777,17,15
778,26,27
779,34,31
780,5,3
781,28,29
782,52,52
783,22,20
784,39,41
785,28,27
786,5,20
787,3,1
788,0,0
789,39,40
790,14,13
791,68,69
792,0,0
793,0,1
794,17,14
795,46,45
796,0,0
797,48,49
798,25,24
799,11,7
800,16,15
801,17,18
802,1,0
803,57,62
804,58,65
805,56,57
806,74,79
807,74,79
808,75,80
809,26,24
810,8,10
811,52,55
812,64,68
813,1,0
814,35,35
815,0,0
816,54,55
817,34,34
818,0,0
819,58,61
820,0,0
821,0,1
822,50,52
823,14,13
824,44,46
825,0,0
826,12,13
827,5,6
828,62,65
829,3,3
830,44,40
831,0,0
832,9,6
833,0,0
834,52,54
835,18,17
836,72,75
837,1,0
838,66,68
839,48,55
840,14,8
841,8,7
842,29,31
843,13,13
844,23,21
845,0,0
846,22,18
847,0,1
848,0,0
849,1,0
850,15,13
851,0,0
852,49,49
853,0,0
854,6,6
855,3,5
856,6,3
857,30,27
858,0,1
859,5,3
860,17,15
861,26,27
862,0,0
863,58,58
864,20,20
865,26,24
866,42,45
867,45,51
868,17,14
869,76,83
870,26,26
871,6,5
872,81,85
873,0,0
874,13,13
875,50,46
876,4,3
877,43,40
878,0,1
879,26,27
880,20,20
881,29,26
882,10,6
883,33,31
884,33,31
885,0,0
886,36,35
887,0,0
888,31,31
889,30,26
890,8,6
891,61,63
892,69,79
893,13,8
894,3,1
895,0,0
896,71,81
897,37,35
898,10,12
899,65,65
900,62,68
901,23,20
902,23,21
903,40,35
904,30,29
905,11,7
906,0,0
907,76,85
908,4,6
909,6,5
910,26,26
911,28,27
912,48,46
913,0,1
914,0,1
915,20,17
916,29,29
917,35,34
918,71,80
919,63,59
920,17,15
921,43,46
922,26,27
923,6,8
924,17,15
925,17,14
926,12,12
927,50,49
928,29,27
929,0,0
930,30,27
931,0,0
932,24,24
933,48,49
934,0,0
935,29,29
936,9,8
937,22,21
938,56,68
939,61,63
940,51,58
941,27,29
942,37,31
943,23,24
944,7,6
945,27,27
946,17,20
947,86,90
948,45,49
949,8,8
950,44,41
951,58,62
952,36,35
953,0,0
954,12,13
955,24,23
956,61,58
957,69,74
958,48,48
959,7,6
960,11,13
961,5,3
962,14,14
963,0,1
964,38,37
965,36,37
966,3,3
967,39,34
968,0,0
969,0,1
970,18,14
971,62,69
972,21,21
973,1,0
974,56,59
975,7,7
976,2,0
977,25,24
978,0,0
979,2,3
980,13,14
981,52,52
982,26,23
983,37,37
984,52,58
985,0,0
986,73,75
987,55,52
988,48,49
989,11,13
990,42,43
991,22,20
992,0,0
993,63,64
994,24,24
995,3,0
996,2,1
997,42,45
998,19,17
999,45,46
1000,5,3
1001,12,12
1002,33,34
1003,11,10
1004,9,13
1005,14,13
1006,2,6
1007,37,35
1008,26,26
1009,4,6
1010,76,81
1011,8,10
1012,67,69
1013,7,6
1014,26,26
1015,41,40
1016,69,75
1017,18,20
1018,52,52
1019,0,0
1020,0,0
1021,46,55
1022,1,1
1023,49,54
1024,77,86
1025,19,17
1026,24,27
1027,19,20
1028,25,29
1029,8,10
1030,29,26
1031,29,31
1032,50,46
1033,20,20
1034,61,71
1035,87,90
1036,2,0
1037,61,55
1038,50,51
1039,30,31
1040,35,37
1041,26,27
1042,7,5
1043,45,46
1044,14,17
1045,29,26
1046,2,0
1047,26,24
1048,76,83
1049,90,90
1050,56,46
1051,35,34
1052,24,24
1053,47,54
1054,38,40
1055,0,0
1056,6,3
1057,0,1
1058,13,14
1059,81,85
1060,31,29
1061,63,73
1062,3,1
1063,57,58
1064,31,29
1065,38,34
1066,6,6
1067,32,31
1068,38,37
1069,54,58
1070,33,34
1071,5,3
1072,52,55
1073,70,75
1074,8,6
1075,23,24
1076,40,40
1077,5,3
1078,66,64
1079,28,27
1080,85,96
1081,13,13
1082,7,7
1083,64,65
1084,6,0
1085,18,17
1086,3,1
1087,4,5
1088,15,14
1089,58,52
1090,49,55
1091,79,85
1092,34,37
1093,23,18
1094,44,40
1095,26,29
1096,12,17
1097,22,21
1098,18,17
1099,22,21
1100,54,57
1101,0,3
1102,18,15
1103,52,37
1104,14,14
1105,7,6
1106,1,0
1107,14,14
1108,16,13
1109,32,26
1110,60,61
1111,6,7
1112,0,1
1113,32,43
1114,24,24
1115,43,40
1116,46,46
1117,16,8
1118,0,0
1119,55,55
1120,59,65
1121,31,29
1122,42,43
1123,45,52
1124,55,63
1125,35,29
1126,13,13
1127,24,24
1128,85,90
1129,33,31
1130,28,29
1131,51,49
1132,26,27
1133,81,90
1134,56,62
1135,15,17
1136,27,31
1137,55,55
1138,3,3
1139,50,59
1140,59,61
1141,79,81
1142,3,3
1143,33,31
1144,1,0
1145,35,35
1146,0,0
1147,65,68
1148,0,1
1149,1,0
1150,4,3
1151,29,29
1152,23,23
1153,48,49
1154,23,24
1155,37,38
1156,0,1
1157,5,5
1158,28,27
1159,46,49
1160,20,20
1161,8,8
1162,10,6
1163,1,0
1164,9,3
1165,4,6
1166,23,21
1167,26,27
1168,3,0
1169,18,17
1170,15,13
1171,57,58
1172,55,63
1173,50,46
1174,51,52
1175,53,52
1176,0,0
1177,36,29
1178,22,23
1179,59,63
1180,24,26
1181,2,0
1182,52,58
1183,23,24
1184,1,0
1185,26,26
1186,12,8
1187,42,43
1188,59,59
1189,52,55
1190,54,52
1191,55,59
1192,1,0
1193,66,62
1194,0,0
1195,0,1
1196,52,55
1197,0,1
1198,25,27
1199,42,40
1200,0,0
1201,49,52
1202,24,24
1203,30,27
1204,56,55
1205,40,37
1206,12,12
1207,17,17
1208,40,34
1209,27,24
1210,6,5
1211,25,20
1212,34,31
1213,7,7
1214,21,20
1215,9,8
1216,21,20
1217,0,0
1218,3,0
1219,60,64
1220,38,34
1221,5,3
1222,18,18
1223,6,5
1224,25,27
1225,6,6
1226,59,65
1227,0,0
1228,48,55
1229,2,0
1230,20,20
1231,99,110
1232,36,31
1233,41,43
1234,24,24
1235,27,26
1236,36,37
1237,9,7
1238,66,70
1239,7,7
1240,5,8
1241,31,31
1242,32,32
1243,7,6
1244,22,24
1245,88,90
1246,45,43
1247,56,58
1248,42,40
1249,0,0
1250,9,8
1251,6,7
1252,18,15
1253,33,27
1254,3,0
1255,51,52
1256,4,1
1257,55,52
1258,61,68
1259,21,21
1260,36,34
1261,51,57
1262,49,52
1263,57,62
1264,0,0
1265,34,38
1266,56,57
1267,5,6
1268,38,40
1269,45,45
1270,0,1
1271,56,54
1272,22,24
1273,4,3
1274,36,35
1275,59,61
1276,7,3
1277,0,1
1278,5,6
1279,0,0
1280,73,81
1281,6,0
1282,12,10
1283,14,14
1284,22,17
1285,4,1
1286,55,49
1287,4,7
1288,29,29
1289,19,17
1290,36,31
1291,14,7
1292,39,37
1293,31,31
1294,49,52
1295,0,0
1296,9,10
1297,45,52
1298,56,68
1299,51,49
1300,61,67
1301,31,31
1302,14,15
1303,0,0
1304,14,12
1305,8,7
1306,24,21
1307,4,3
1308,0,0
1309,3,0
1310,79,85
1311,2,3
1312,44,41
1313,56,52
1314,30,29
1315,32,34
1316,15,13
1317,13,12
1318,33,35
1319,31,34
1320,0,0
1321,31,29
1322,12,8
1323,23,24
1324,5,3
1325,26,24
1326,2,3
1327,67,71
1328,72,73
1329,0,3
1330,6,5
1331,29,27
1332,30,27
1333,6,3
1334,10,10
1335,44,43
1336,24,24
1337,45,52
1338,2,3
1339,32,35
1340,49,49
1341,26,23
1342,58,64
1343,42,49
1344,0,0
1345,11,10
1346,20,20
1347,69,69
1348,16,17
1349,2,1
1350,46,49
1351,53,52
1352,22,20
1353,32,29
1354,0,1
1355,53,74
1356,64,74
1357,16,17
1358,0,0
1359,18,17
1360,40,38
1361,7,6
1362,25,27
1363,10,7
1364,27,27
1365,3,0
1366,8,5
1367,44,40
1368,33,24
1369,53,55
1370,48,52
1371,33,29
1372,16,15
1373,0,3
1374,0,0
1375,30,26
1376,55,57
1377,3,1
1378,2,5
1379,0,0
1380,6,6
1381,14,12
1382,7,1
1383,2,3
1384,15,13
1385,78,85
1386,28,26
1387,27,27
1388,0,0
1389,18,20
1390,60,73
1391,7,10
1392,2,1
1393,24,29
1394,41,35
1395,0,0
1396,8,7
1397,48,49
1398,0,3
1399,58,58
1400,18,17
1401,45,45
1402,56,63
1403,4,5
1404,4,6
1405,6,3
1406,50,54
1407,16,13
1408,16,17
1409,44,69
1410,67,85
1411,52,62
1412,69,75
1413,23,24
1414,34,32
1415,21,21
1416,41,37
1417,22,21
1418,39,35
1419,54,54
1420,10,10
1421,49,52
1422,49,49
1423,13,13
1424,11,10
1425,12,13
1426,3,0
1427,0,1
1428,29,24
1429,7,7
1430,4,1
1431,8,8
1432,43,46
1433,80,85
1434,9,7
1435,25,26
1436,0,0
1437,7,8
