,predict,actual
0,32,34
1,0,0
2,7,13
3,25,24
4,52,55
5,33,17
6,21,17
7,27,27
8,33,29
9,7,10
10,61,69
11,39,37
12,24,20
13,58,64
14,25,27
15,47,48
16,53,52
17,28,31
18,45,46
19,43,37
20,33,29
21,28,26
22,35,37
23,35,31
24,55,52
25,31,31
26,36,35
27,12,13
28,68,81
29,52,54
30,36,31
31,69,71
32,48,55
33,0,0
34,26,26
35,67,75
36,35,37
37,24,21
38,44,54
39,28,24
40,7,0
41,37,40
42,27,26
43,23,27
44,26,26
45,25,27
46,28,29
47,28,27
48,16,21
49,22,7
50,31,29
51,53,55
52,15,5
53,26,24
54,33,34
55,28,27
56,49,45
57,71,90
58,22,21
59,18,6
60,46,73
61,61,64
62,27,27
63,29,29
64,40,43
65,29,29
66,28,24
67,64,64
68,49,52
69,23,26
70,35,34
71,37,32
72,28,27
73,4,0
74,30,34
75,54,49
76,8,6
77,39,37
78,68,80
79,34,31
80,44,43
81,28,10
82,28,31
83,30,27
84,27,24
85,35,29
86,48,54
87,12,17
88,48,49
89,31,24
90,41,40
91,21,6
92,17,17
93,32,34
94,10,0
95,53,52
96,7,3
97,4,0
98,30,27
99,27,26
100,53,49
101,34,34
102,51,59
103,25,23
104,37,37
105,50,49
106,45,48
107,14,14
108,21,7
109,43,38
110,26,24
111,41,40
112,0,13
113,26,24
114,29,26
115,55,54
116,46,59
117,13,3
118,61,64
119,36,35
120,51,54
121,46,45
122,32,24
123,36,34
124,32,27
125,24,26
126,34,29
127,24,26
128,33,26
129,32,34
130,25,24
131,52,46
132,27,27
133,43,37
134,34,32
135,22,24
136,23,7
137,34,34
138,56,55
139,34,31
140,5,3
141,36,37
142,26,27
143,38,52
144,34,31
145,26,21
146,32,26
147,18,14
148,25,18
149,31,27
150,15,3
151,33,34
152,27,27
153,49,49
154,47,40
155,59,81
156,73,69
157,23,0
158,21,24
159,26,27
160,46,59
161,35,29
162,56,61
163,28,40
164,38,31
165,25,23
166,67,69
167,46,38
168,40,38
169,42,43
170,16,7
171,21,26
172,50,45
173,24,23
174,79,85
175,24,24
176,40,46
177,36,35
178,38,34
179,54,64
180,39,37
181,5,12
182,67,71
183,29,27
184,60,58
185,57,52
186,53,92
187,58,68
188,28,23
189,8,20
190,35,26
191,59,64
192,28,26
193,26,26
194,31,26
195,36,29
196,26,26
197,34,34
198,45,40
199,56,55
200,34,31
201,57,57
202,35,34
203,51,49
204,29,29
205,6,6
206,28,34
207,11,6
208,17,13
209,38,37
210,59,67
211,61,69
212,26,26
213,33,29
214,30,24
215,21,21
216,30,26
217,9,0
218,56,68
219,49,59
220,10,0
221,39,37
222,26,26
223,26,24
224,26,27
225,23,21
226,36,29
227,38,40
228,56,55
229,25,23
230,28,26
231,17,23
232,74,86
233,0,0
234,25,24
235,23,21
236,26,26
237,34,34
238,53,55
239,0,3
240,19,26
241,78,80
242,27,29
243,27,26
244,53,52
245,32,34
246,27,24
247,27,24
248,18,6
249,39,35
250,19,20
251,56,59
252,0,0
253,54,57
254,37,34
255,26,24
256,2,0
257,23,20
258,23,20
259,66,63
260,0,1
261,30,26
262,0,0
263,41,41
264,46,40
265,9,1
266,21,20
267,35,34
268,9,5
269,30,34
270,21,26
271,30,23
272,40,37
273,33,34
274,13,17
275,24,13
276,32,26
277,41,37
278,0,0
279,22,5
280,72,77
281,25,24
282,53,57
283,12,3
284,63,61
285,39,38
286,51,54
287,40,40
288,58,59
289,43,43
290,78,83
291,36,29
292,47,20
293,30,27
294,62,68
295,31,27
296,38,37
297,27,24
298,32,31
299,2,0
300,8,0
301,49,49
302,31,34
303,31,24
304,30,26
305,14,17
306,27,26
307,25,26
308,26,31
309,37,37
310,25,26
311,28,27
312,0,6
313,32,27
314,59,61
315,14,15
316,43,41
317,11,7
318,26,27
319,77,79
320,10,14
321,27,27
322,61,58
323,31,29
324,1,0
325,29,26
326,23,23
327,40,40
328,24,23
329,7,8
