,predict,actual
0,42,43
1,54,54
2,10,8
3,53,46
4,33,35
5,10,24
6,15,15
7,11,0
8,38,40
9,30,34
10,31,29
11,28,27
12,28,26
13,1,1
14,25,27
15,7,14
16,35,38
17,31,29
18,4,3
19,34,34
20,22,15
21,19,13
22,20,13
23,52,52
24,31,29
25,25,20
26,45,48
27,38,34
28,10,17
29,28,27
30,28,26
31,31,26
32,23,23
33,69,75
34,23,26
35,26,26
36,48,55
37,19,5
38,31,34
39,30,26
40,15,23
41,8,1
42,62,58
43,82,85
44,33,29
45,29,26
46,53,52
47,35,29
48,34,31
49,27,24
50,32,27
51,31,26
52,27,26
53,50,54
54,34,27
55,55,55
56,45,46
57,3,6
58,34,34
59,26,24
60,60,59
61,38,35
62,37,26
63,24,18
64,19,17
65,37,34
66,33,29
67,49,52
68,61,58
69,32,31
70,56,79
71,40,35
72,59,63
73,35,34
74,30,27
75,36,26
76,35,34
77,5,0
78,11,17
79,26,24
80,28,26
81,30,24
82,31,29
83,84,90
84,54,52
85,50,49
86,25,26
87,11,24
88,37,31
89,39,34
90,47,49
91,25,21
92,8,3
93,7,0
94,44,41
95,45,40
96,36,34
97,3,0
98,45,41
99,67,69
100,38,40
101,56,64
102,9,6
103,11,0
104,49,46
105,32,38
106,22,26
107,20,26
108,29,27
109,24,24
110,50,49
111,60,55
112,51,51
113,26,26
114,28,26
115,10,0
116,53,49
117,10,0
118,10,1
119,25,26
120,8,3
121,29,26
122,53,49
123,30,27
124,33,29
125,8,1
126,37,34
127,27,26
128,58,54
129,16,3
130,43,49
131,28,31
132,19,1
133,43,52
134,33,26
135,24,23
136,16,23
137,29,24
138,28,24
139,31,26
140,28,26
141,26,24
142,46,45
143,77,77
144,72,80
145,24,27
146,27,24
147,62,75
148,6,0
149,24,21
150,32,20
151,57,62
152,13,10
153,30,41
154,30,26
155,34,31
156,37,34
157,63,59
158,34,29
159,29,27
160,38,34
161,23,21
162,54,69
163,20,13
164,25,21
165,60,64
166,25,17
167,29,31
168,32,31
169,24,24
170,29,29
171,56,58
172,35,31
173,26,29
174,26,26
175,88,96
176,24,20
177,16,13
178,29,27
179,68,90
180,5,0
181,74,77
182,9,1
183,50,48
184,34,37
185,31,29
186,43,43
187,53,40
188,24,26
189,23,27
190,36,34
191,65,68
192,27,27
193,98,104
194,25,24
195,8,0
196,48,41
197,34,34
198,35,34
199,49,49
200,27,24
201,36,34
202,27,29
203,13,17
204,9,10
205,32,31
206,33,32
207,50,57
208,29,27
209,5,0
210,22,23
211,38,37
212,32,37
213,32,26
214,25,23
215,44,31
216,22,17
217,33,31
218,25,20
219,25,27
220,35,37
221,31,31
222,9,1
223,37,31
224,45,45
225,30,29
226,16,20
227,17,26
228,12,0
229,36,34
230,35,35
231,29,24
232,11,0
233,34,29
234,8,0
235,28,26
236,5,6
237,18,20
238,27,24
239,33,31
240,58,58
241,8,0
242,39,37
243,5,5
244,65,63
245,68,69
246,33,34
247,27,27
248,67,69
249,42,37
250,6,0
251,32,26
252,26,23
253,34,34
254,33,32
255,36,37
256,22,21
257,37,34
258,27,26
259,28,29
260,12,6
261,2,0
262,37,35
263,54,55
264,26,27
265,10,0
266,11,1
267,11,6
268,31,29
269,52,62
270,12,3
271,48,52
272,26,24
273,9,13
274,55,52
275,37,27
276,28,27
277,62,64
278,22,21
279,44,40
280,40,37
281,71,75
282,25,24
283,29,26
284,45,37
285,29,24
286,71,64
287,29,27
288,29,24
289,8,1
290,25,20
291,23,24
292,52,55
293,14,15
294,26,29
295,34,34
296,60,64
297,21,17
298,18,7
299,29,27
300,73,74
301,29,29
302,47,49
303,29,26
304,8,7
305,66,69
306,49,54
307,24,20
308,37,29
309,27,26
310,40,40
311,47,40
312,34,32
313,88,99
314,35,34
315,30,24
316,41,34
317,65,65
318,5,3
319,24,26
320,24,24
321,69,75
322,68,77
323,28,24
324,5,0
325,9,6
326,7,1
327,25,26
328,57,55
329,69,75
330,48,46
331,41,41
332,70,68
333,21,26
334,28,24
335,27,26
336,33,34
337,59,52
338,30,27
339,9,8
340,56,59
341,25,26
342,33,31
343,3,6
344,36,31
345,31,27
346,37,29
347,13,1
348,29,24
349,27,24
350,9,3
351,29,24
352,24,20
353,26,26
354,26,24
355,10,10
356,32,31
357,21,20
358,34,37
359,40,41
360,39,34
361,23,20
362,35,34
363,11,1
364,23,23
365,8,1
366,47,46
367,41,37
368,0,3
369,0,1
370,53,52
371,57,59
372,30,24
373,9,0
374,31,26
375,66,69
376,26,27
377,26,26
378,30,26
379,2,0
380,44,37
381,16,7
382,40,34
383,46,49
384,58,57
385,51,59
386,56,57
387,35,34
388,36,35
389,54,49
390,61,85
391,43,38
392,28,27
393,58,55
394,26,26
395,7,1
396,6,6
397,22,18
398,32,34
399,19,20
400,2,1
401,40,38
402,26,26
403,63,61
404,11,10
405,32,31
406,11,6
407,44,45
408,42,40
409,86,85
410,14,14
411,3,3
412,33,32
413,26,29
414,26,24
415,23,26
416,55,45
417,51,55
418,53,46
419,26,24
420,59,59
421,22,15
422,26,26
423,37,34
424,68,75
425,55,46
426,73,75
427,26,26
428,47,46
429,6,0
430,25,26
431,0,0
432,12,8
433,28,31
434,65,55
435,0,6
436,30,31
437,29,24
438,27,26
439,54,58
440,22,15
441,19,21
442,29,29
443,62,69
444,56,52
445,9,0
446,43,49
447,26,26
448,30,26
449,26,26
450,11,17
451,23,24
452,25,21
453,46,52
454,56,55
455,16,7
456,28,27
457,20,24
458,8,7
459,26,23
460,59,55
461,23,20
462,25,23
463,26,26
464,24,17
465,10,0
466,60,58
467,34,26
468,11,14
469,43,37
470,38,40
471,6,0
472,4,0
473,36,34
474,19,20
475,25,21
476,75,80
477,24,26
478,36,34
479,32,29
480,45,49
481,24,26
482,60,57
483,22,24
484,35,37
485,29,26
486,12,21
487,50,49
488,49,40
489,14,10
490,45,49
491,10,12
492,32,26
493,61,58
494,36,34
495,58,51
496,27,26
497,10,1
498,7,0
499,60,58
500,25,23
501,76,75
502,51,49
503,21,24
504,26,24
505,11,0
506,1,1
507,54,55
508,44,37
509,7,0
510,13,12
511,27,29
512,28,26
513,32,31
514,18,21
515,35,32
516,32,31
517,5,13
518,50,58
519,32,27
520,30,27
521,26,29
522,28,24
523,11,10
524,65,65
525,7,10
526,28,26
527,63,58
528,64,64
529,30,24
530,21,3
531,24,20
532,71,71
533,41,37
534,13,0
535,54,49
536,75,75
537,29,31
538,35,29
539,30,27
540,9,0
541,16,12
542,57,74
543,60,58
544,33,31
545,62,64
546,13,3
547,30,24
548,28,8
549,26,20
550,40,37
551,43,35
552,29,31
553,70,73
554,47,48
555,28,17
556,56,51
557,13,1
558,25,24
559,23,23
560,8,8
561,33,27
562,33,31
563,80,85
564,25,24
565,74,76
566,23,21
567,27,20
568,41,40
569,44,40
570,77,90
571,18,27
572,39,40
573,57,68
574,48,49
575,24,20
576,62,59
577,12,17
578,27,26
579,36,37
580,34,31
581,20,21
582,22,29
583,54,54
584,28,27
585,31,29
586,13,0
587,26,29
588,27,26
589,26,23
590,47,46
591,26,26
592,13,6
593,41,37
594,10,0
595,45,41
596,36,29
597,28,29
598,11,3
599,26,26
600,42,37
601,75,76
602,22,20
603,27,27
604,45,49
605,20,10
606,3,0
607,55,55
608,37,34
609,30,26
610,10,3
611,10,3
612,28,27
613,29,24
614,38,38
615,0,1
616,23,20
617,47,40
618,72,88
619,37,37
620,8,1
621,34,29
622,25,26
623,35,35
624,32,27
625,27,26
626,16,24
627,51,55
628,19,23
629,59,64
630,23,23
631,74,80
632,38,34
633,34,31
634,4,0
635,45,38
636,12,0
637,24,20
638,4,1
639,21,21
640,63,69
641,78,80
642,61,59
643,53,45
644,37,34
645,38,40
646,25,23
647,28,29
648,34,34
649,36,35
650,50,52
651,8,7
652,28,24
653,33,35
654,61,57
655,26,26
656,32,29
657,10,40
658,16,13
659,76,85
660,60,49
661,31,31
662,21,24
663,33,26
664,31,26
665,54,49
666,22,24
667,57,55
668,27,35
669,27,24
670,35,34
671,30,31
672,23,26
673,15,17
674,33,34
675,37,34
676,35,34
677,26,26
678,55,54
679,53,58
680,33,29
681,28,24
682,35,34
683,10,8
684,8,13
685,10,0
686,6,1
687,24,23
688,30,29
689,34,34
690,27,26
691,28,21
692,21,21
693,30,31
694,16,20
695,23,21
696,66,71
697,30,29
698,49,49
699,0,0
700,42,43
701,16,3
702,24,29
703,17,20
704,59,52
705,42,45
706,72,73
707,47,52
708,35,27
709,24,24
710,9,0
711,8,0
712,49,45
713,34,34
714,16,8
715,36,35
716,83,73
717,27,26
718,28,23
719,12,0
720,29,31
721,23,24
722,23,20
723,43,37
724,23,24
725,9,3
726,16,10
727,26,21
728,36,35
729,32,31
730,45,46
731,33,35
732,11,7
733,28,26
734,3,0
735,25,26
736,31,34
737,27,26
738,56,52
739,10,0
740,29,29
741,11,0
742,80,85
743,20,20
744,33,31
745,9,10
746,31,29
747,26,24
748,32,34
749,34,31
750,33,34
751,24,26
752,33,34
753,80,80
754,53,49
755,30,31
756,34,38
757,53,57
758,8,3
759,40,38
760,38,40
761,55,71
762,65,82
763,13,15
764,75,85
765,27,27
766,28,26
767,28,26
768,89,92
769,29,29
770,2,0
771,55,49
772,50,63
773,88,94
774,29,26
775,11,14
776,60,64
777,71,80
778,47,52
779,22,20
780,55,52
781,64,68
782,56,49
783,39,35
784,46,52
785,12,8
786,9,0
787,24,24
788,80,75
789,12,13
790,18,24
791,32,31
792,36,34
793,29,27
794,31,31
795,11,3
796,58,63
797,8,8
798,53,55
799,59,64
800,58,58
801,26,24
802,41,40
803,33,37
804,35,34
805,23,20
806,31,27
807,46,40
808,33,27
809,59,61
810,28,21
811,34,29
812,31,26
813,35,34
814,40,31
815,21,17
816,33,35
817,39,37
818,11,5
819,43,40
820,49,55
821,27,26
822,36,34
823,15,14
824,32,29
825,50,49
826,55,52
827,11,0
828,18,21
829,24,20
830,30,27
831,22,20
832,34,34
833,7,1
834,50,49
835,56,63
836,25,24
837,21,20
838,10,8
839,39,37
840,47,45
841,61,59
842,6,0
843,22,0
844,16,24
845,12,8
846,68,75
847,8,1
848,37,34
849,38,31
850,21,24
851,25,26
852,13,27
853,32,29
854,46,51
855,28,26
856,24,21
857,0,0
858,21,23
859,4,1
860,26,24
861,40,38
862,39,37
863,26,24
864,36,31
865,21,20
866,57,61
867,26,26
868,43,41
869,21,3
870,20,20
871,0,0
872,49,49
873,66,69
874,27,27
875,45,43
876,24,26
877,2,8
878,0,0
879,29,24
880,27,26
881,22,24
882,9,8
883,54,59
884,62,54
885,13,7
886,58,59
887,29,29
888,51,58
889,35,37
890,51,55
891,8,0
892,69,64
893,62,63
894,26,26
895,46,37
896,23,24
897,45,43
898,51,52
899,28,29
900,27,26
901,31,27
902,25,26
903,0,0
904,13,10
905,57,58
906,26,24
907,30,31
908,24,24
909,26,24
910,33,34
911,74,71
912,37,37
913,50,51
914,27,27
915,18,17
916,27,26
917,37,37
918,14,6
919,8,0
920,18,20
921,13,12
922,28,27
923,26,24
924,56,55
925,55,55
926,14,0
927,10,10
928,29,31
929,52,58
930,11,0
931,48,45
932,24,24
933,29,27
934,13,7
935,31,31
936,45,49
937,45,43
938,25,21
939,21,24
940,53,59
941,23,15
942,24,27
943,50,55
944,30,27
945,55,58
946,31,27
947,25,26
948,27,29
949,38,37
950,40,40
951,53,54
952,54,52
953,65,79
954,33,27
955,22,21
956,58,59
957,18,20
958,29,27
959,45,49
960,0,0
961,50,46
962,53,54
963,23,27
964,8,0
965,39,37
966,22,23
967,52,55
968,25,24
969,30,27
970,50,54
971,27,26
972,10,5
973,45,45
974,20,20
975,10,13
976,26,24
977,7,5
978,36,34
979,16,13
980,13,0
981,25,26
982,19,17
983,41,40
984,8,8
985,26,24
986,9,3
987,39,35
988,57,55
989,58,58
990,57,62
991,51,52
992,26,27
993,59,62
994,62,69
995,65,67
996,25,26
997,64,64
998,37,34
999,20,20
1000,37,38
1001,3,0
1002,0,0
1003,22,21
1004,3,0
1005,40,40
1006,34,27
1007,8,0
1008,8,0
1009,52,48
1010,38,34
1011,25,26
1012,43,45
1013,24,31
1014,53,55
1015,38,37
1016,7,1
1017,25,20
1018,22,23
1019,36,37
1020,3,0
1021,22,20
1022,30,29
1023,7,1
1024,13,0
1025,39,40
1026,8,0
1027,32,29
1028,31,31
1029,42,37
1030,38,35
1031,67,75
1032,30,34
1033,26,26
1034,6,6
1035,26,26
1036,31,29
1037,25,24
1038,67,63
1039,35,27
1040,28,31
1041,58,64
1042,32,31
1043,20,24
1044,40,40
1045,62,75
1046,11,3
