,predict,actual
0,37,31
1,7,6
2,65,70
3,31,26
4,76,76
5,61,52
6,7,5
7,20,6
8,28,27
9,18,5
10,32,26
11,70,68
12,26,24
13,32,24
14,31,24
15,57,52
16,46,45
17,33,31
18,48,45
19,46,40
20,29,27
21,11,5
22,31,18
23,88,99
24,12,0
25,49,46
26,18,3
27,43,38
28,34,31
29,34,31
30,75,68
31,25,18
32,30,27
33,1,0
34,14,0
35,39,38
36,38,29
37,50,49
38,44,37
39,35,31
40,45,43
41,7,1
42,31,24
43,34,26
44,50,48
45,14,1
46,65,64
47,33,29
48,15,1
49,28,24
50,39,37
51,9,5
52,28,26
53,32,37
54,26,26
55,37,34
56,42,38
57,42,34
58,24,17
59,47,41
60,25,26
61,14,5
62,24,34
63,42,37
64,25,26
65,56,52
66,47,46
67,20,14
68,33,27
69,80,79
70,48,43
71,36,31
72,15,0
73,23,1
74,39,34
75,31,26
76,41,37
77,36,31
78,48,49
79,35,32
80,32,24
81,20,18
82,35,31
83,30,29
84,25,17
85,30,26
86,32,27
87,6,3
88,30,24
89,66,67
90,52,46
91,17,27
92,26,24
93,40,34
94,25,21
95,59,54
96,28,23
97,52,46
98,49,55
99,16,23
100,82,85
101,38,31
102,9,12
103,46,35
104,27,26
105,29,26
106,35,37
107,35,26
108,66,64
109,42,40
110,40,31
111,29,27
112,29,17
113,40,37
114,56,49
115,67,61
116,41,34
117,35,38
118,53,55
119,54,55
120,28,24
121,43,40
122,27,21
123,35,31
124,51,52
125,51,49
126,35,31
127,85,85
128,40,34
129,83,86
130,58,52
131,16,0
132,53,52
133,28,26
134,14,7
135,56,52
136,51,52
137,32,26
138,51,49
139,29,24
140,41,40
141,71,87
142,24,20
143,29,27
144,39,34
145,48,45
146,43,40
147,48,43
148,35,34
149,27,26
150,32,29
151,48,35
152,42,31
153,89,88
154,38,31
155,25,24
156,34,37
157,29,27
158,45,48
159,36,26
160,63,67
161,85,90
162,63,67
163,28,27
164,40,45
165,30,27
166,28,27
167,19,13
168,33,27
169,51,49
170,13,1
171,50,45
172,26,24
173,47,41
174,55,69
175,73,87
176,13,14
177,41,35
178,38,37
179,20,12
180,27,20
181,42,34
182,31,26
183,74,63
184,27,20
185,5,0
186,27,24
187,35,34
188,27,24
189,10,1
190,45,40
191,8,8
192,13,1
193,14,14
194,29,24
195,66,71
196,29,26
197,65,64
198,14,1
199,29,29
200,56,54
201,15,1
202,71,64
203,43,40
204,35,34
205,39,35
206,37,35
207,28,27
208,27,26
209,41,37
210,15,0
211,65,70
212,27,26
213,53,52
214,50,52
215,28,26
216,30,31
217,29,26
218,30,26
219,34,24
220,34,29
221,44,55
222,57,52
223,19,17
224,41,58
225,43,32
226,28,24
227,29,17
228,31,26
229,76,87
230,26,26
231,26,24
232,40,37
233,51,52
234,21,5
235,58,55
236,31,27
237,28,27
238,57,58
239,11,8
240,64,69
241,33,29
242,38,34
243,37,31
244,0,0
245,30,18
246,26,26
247,45,40
248,15,0
249,40,35
250,36,31
251,28,26
252,33,29
253,29,24
254,27,23
255,31,26
256,33,29
257,32,27
258,27,27
259,72,65
260,38,31
261,29,26
262,27,23
263,49,43
264,72,80
265,34,29
266,9,1
267,29,26
268,48,40
269,28,26
270,11,0
271,30,29
272,28,26
273,36,31
274,54,58
275,22,18
276,40,34
277,28,24
278,1,0
279,38,37
280,60,55
281,58,55
282,53,54
283,17,6
284,35,17
285,19,21
286,58,61
287,15,0
288,41,35
289,38,34
290,69,86
291,62,64
292,44,43
293,31,26
294,78,75
295,53,57
296,34,27
297,52,49
298,43,40
299,29,27
300,5,0
301,40,34
302,48,45
303,35,34
304,63,61
305,38,34
306,69,73
307,28,26
308,28,20
309,29,26
310,62,55
311,26,24
312,7,0
313,41,35
314,70,75
315,37,27
316,30,24
317,35,31
318,29,26
319,44,34
320,33,31
321,31,26
322,51,49
323,8,0
324,62,61
325,26,20
326,27,23
327,75,76
328,26,17
329,15,0
330,51,49
331,7,0
