,predict,actual
0,0,1
1,28,26
2,15,21
3,91,87
4,30,31
5,21,20
6,65,59
7,33,35
8,19,21
9,42,40
10,11,3
11,51,55
12,66,64
13,27,27
14,14,20
15,10,10
16,12,0
17,27,29
18,29,32
19,49,45
20,1,5
21,30,31
22,62,64
23,25,23
24,50,55
25,26,26
26,18,24
27,30,27
28,36,34
29,15,13
30,31,23
31,9,12
32,12,21
33,25,24
34,30,26
35,51,49
36,61,59
37,60,54
38,2,0
39,27,29
40,72,81
41,22,17
42,43,41
43,22,20
44,0,0
45,24,26
46,3,0
47,74,86
48,31,27
49,26,26
50,6,0
51,49,54
52,28,17
53,51,51
54,24,20
55,71,71
56,62,80
57,26,21
58,46,49
59,18,12
60,4,7
61,25,35
62,44,45
63,1,0
64,28,23
65,15,12
66,15,3
67,43,43
68,55,68
69,24,23
70,29,27
71,23,23
72,10,15
73,1,0
74,50,48
75,48,51
76,33,34
77,29,29
78,36,34
79,28,26
80,6,7
81,11,17
82,28,26
83,26,31
84,87,96
85,25,24
86,0,0
87,29,29
88,13,1
89,28,26
90,11,6
91,10,10
92,27,26
93,32,27
94,23,24
95,52,54
96,26,24
97,21,17
98,52,52
99,22,15
100,50,46
101,25,26
102,26,23
103,7,3
104,28,26
105,74,75
106,2,1
107,0,0
108,54,58
109,37,34
110,31,26
111,57,57
112,18,20
113,28,27
114,26,26
115,19,13
116,39,40
117,44,45
118,32,31
119,51,49
120,25,29
121,68,64
122,52,55
123,31,29
124,27,27
125,9,5
126,24,26
127,57,69
128,12,5
129,29,26
130,3,0
131,21,26
132,0,0
133,71,75
134,34,34
135,36,37
136,34,34
137,23,29
138,58,58
139,57,63
140,55,52
141,9,7
142,23,27
143,23,24
144,16,13
145,34,34
146,33,34
147,25,23
148,52,52
149,11,1
150,21,26
151,32,27
152,37,35
153,31,27
154,48,55
155,32,31
156,33,34
157,81,81
158,47,52
159,64,70
160,22,23
161,30,31
162,36,34
163,51,55
164,68,75
165,3,0
166,28,27
167,24,26
168,28,24
169,55,54
170,7,0
171,32,29
172,25,26
173,27,29
174,78,75
175,27,27
176,0,3
177,0,0
178,56,59
179,30,32
180,46,46
181,27,27
182,72,85
183,40,41
184,54,54
185,28,27
186,43,43
187,49,46
188,46,45
189,27,24
190,55,65
191,36,34
192,2,5
193,47,49
194,49,55
195,66,80
196,57,58
197,30,29
198,23,26
199,38,40
200,61,59
201,54,54
202,35,34
203,32,31
204,28,26
205,24,24
206,44,48
207,21,21
208,24,26
209,61,59
210,24,20
211,16,15
212,33,27
213,46,49
214,13,0
215,3,0
216,35,35
217,50,58
218,34,34
219,8,0
220,31,31
221,27,27
222,29,26
223,0,0
224,50,46
225,56,64
226,30,29
227,31,29
228,65,63
229,35,34
230,42,34
231,7,10
232,11,0
233,36,34
234,6,7
235,22,23
236,33,26
237,63,69
238,32,29
239,64,64
240,56,54
241,36,37
242,31,37
243,15,13
244,16,12
245,47,45
246,10,15
247,10,8
248,53,55
249,29,26
250,9,1
251,26,27
252,31,29
253,46,45
254,35,35
255,35,37
256,69,81
257,30,26
258,31,31
259,27,29
260,28,29
261,31,26
262,45,46
263,42,43
264,19,17
265,73,80
266,43,45
267,53,63
268,78,79
269,27,27
270,23,24
271,25,29
272,83,85
273,14,27
274,45,43
275,36,27
276,29,27
277,77,75
278,2,0
279,23,23
280,26,26
281,0,0
282,29,31
283,24,24
284,34,34
285,54,55
286,37,37
287,24,29
288,19,27
289,60,75
290,32,37
291,0,0
292,28,31
293,20,24
294,7,6
295,77,81
296,24,26
297,48,43
298,2,3
299,25,26
300,10,0
301,25,21
302,49,49
303,28,27
304,51,63
305,11,3
306,9,8
307,18,14
308,24,27
309,18,14
310,49,45
311,69,67
312,59,55
313,10,0
314,68,73
315,32,29
316,8,17
317,56,59
318,26,27
319,52,51
320,30,27
321,54,52
322,8,3
323,55,85
324,32,34
325,25,26
326,65,64
327,27,27
328,22,21
329,53,52
330,58,64
331,34,37
332,47,52
333,14,10
334,27,31
335,27,27
336,0,0
337,64,75
338,10,0
339,9,0
340,39,40
341,24,24
342,56,59
343,40,34
344,67,75
345,28,27
346,27,26
347,20,17
348,9,0
349,65,67
350,30,37
351,29,34
352,51,49
353,19,20
354,30,31
355,8,0
356,53,55
357,9,0
358,31,29
359,0,1
360,26,26
361,31,31
362,47,45
363,59,69
364,38,35
365,39,34
366,62,62
367,26,26
368,61,64
369,34,29
370,57,58
371,26,29
372,33,34
373,23,26
374,28,27
375,32,27
376,27,27
377,5,6
378,39,40
379,4,13
380,34,37
381,30,31
382,35,34
383,27,24
384,38,40
385,4,7
386,45,51
387,30,34
388,52,54
389,30,31
390,73,88
391,29,24
392,22,26
393,49,49
394,69,77
395,25,24
396,27,27
397,31,31
398,84,87
399,24,27
400,24,27
401,51,57
402,17,3
403,0,1
404,57,59
405,33,45
406,47,46
407,55,55
408,31,26
409,29,27
410,32,35
411,33,27
412,13,15
413,43,40
414,26,27
415,11,5
416,16,24
417,28,27
418,63,58
419,2,10
420,29,24
421,27,31
422,7,8
423,33,29
424,49,49
425,7,0
426,18,20
427,39,31
428,52,54
429,20,14
430,39,40
431,22,29
432,42,40
433,38,34
434,52,49
435,61,79
436,27,23
437,76,90
438,42,43
439,23,26
440,28,29
441,28,29
442,15,17
443,71,63
444,40,38
445,37,37
446,26,24
447,38,38
448,6,1
449,23,24
450,28,26
451,31,34
452,26,24
453,49,49
454,4,8
455,35,35
456,32,35
457,25,21
458,3,0
459,25,17
460,29,34
461,54,54
462,12,12
463,49,55
464,73,68
465,48,48
466,65,58
467,24,26
468,39,40
469,51,52
470,24,21
471,12,10
472,58,58
473,23,21
474,32,29
475,21,24
476,4,5
477,24,24
478,15,15
479,22,21
480,43,40
481,63,64
482,23,27
483,63,80
484,25,26
485,83,77
486,23,15
487,42,40
488,24,17
489,34,35
490,37,37
491,11,29
492,32,27
493,46,46
494,29,27
495,2,0
496,11,13
497,49,49
498,43,46
499,50,55
500,53,59
501,27,26
502,37,37
503,58,61
504,70,80
505,8,12
506,24,24
507,40,38
508,30,31
509,14,8
510,25,27
511,26,27
512,21,23
513,64,71
514,25,21
515,2,0
516,37,34
517,54,59
518,24,27
519,51,94
520,51,51
521,22,26
522,53,51
523,43,37
524,17,14
525,36,40
526,35,32
527,62,58
528,42,41
529,44,52
530,22,21
531,27,27
532,3,10
533,0,0
534,10,5
535,33,34
536,27,26
537,26,29
538,28,26
539,40,35
540,50,46
541,13,8
542,17,8
543,19,20
544,30,34
545,25,24
546,31,29
547,29,27
548,52,52
549,33,27
550,27,24
551,46,41
552,25,24
553,24,29
554,73,81
555,31,26
556,28,27
557,34,37
558,12,3
559,62,61
560,63,62
561,37,37
562,51,43
563,29,29
564,79,85
565,69,75
566,43,41
567,76,85
568,23,27
569,18,20
570,33,31
571,43,45
572,3,5
573,39,37
574,37,34
575,5,0
576,17,24
577,15,8
578,46,41
579,33,34
580,45,41
581,41,34
582,58,58
583,43,43
584,0,0
585,2,1
586,1,0
587,26,24
588,21,24
589,5,14
590,16,15
591,17,15
592,45,37
593,63,68
594,30,34
595,46,48
596,23,26
597,31,32
598,7,0
599,15,15
600,40,38
601,25,24
602,7,0
603,31,29
604,5,3
605,26,24
606,26,26
607,34,37
608,28,31
609,58,52
610,72,73
611,37,37
612,26,26
613,26,29
614,25,26
615,28,29
616,33,31
617,49,48
618,50,49
619,27,26
620,6,13
621,15,5
622,15,10
623,59,75
624,30,31
625,35,37
626,5,0
627,27,24
628,49,46
629,21,27
630,29,26
631,28,27
632,18,21
633,39,38
634,59,69
635,29,27
636,23,20
637,23,20
638,17,20
639,42,40
640,22,24
641,22,26
642,18,8
643,46,45
644,9,0
645,55,54
646,27,27
647,49,45
648,60,59
649,14,13
650,25,24
651,67,68
652,63,64
653,25,24
654,35,38
655,48,59
656,12,8
657,41,37
658,26,29
659,21,20
660,32,27
661,35,31
662,28,29
663,38,34
664,26,29
665,49,49
666,18,17
667,52,46
668,33,49
669,18,14
670,51,46
671,12,8
672,2,1
673,21,17
674,52,59
675,27,27
676,27,26
677,25,24
678,25,12
679,27,26
680,22,27
681,36,65
682,33,34
683,24,38
684,26,24
685,40,35
686,40,40
687,61,68
688,25,24
689,18,17
690,69,69
691,2,0
692,30,29
693,59,63
694,51,55
695,8,3
696,57,64
697,37,34
698,30,31
699,34,31
700,36,34
701,60,58
702,36,31
703,58,58
704,53,49
705,25,27
706,54,96
707,21,21
708,24,26
709,20,21
710,28,26
711,25,26
712,37,37
713,42,38
714,66,69
715,36,31
716,5,1
717,20,17
718,44,46
719,22,24
720,26,27
721,54,54
722,40,40
723,77,90
724,63,75
725,26,29
726,27,26
727,76,85
728,32,37
729,68,73
730,50,49
731,50,46
732,21,24
733,23,7
734,76,90
735,31,29
736,73,73
737,39,40
738,42,41
739,46,80
740,8,3
741,61,64
742,44,41
743,32,29
744,34,34
745,26,27
746,20,23
747,15,7
748,12,0
749,31,29
750,37,37
751,35,37
752,53,48
753,32,27
754,57,61
755,51,49
756,44,45
757,31,29
758,52,52
759,23,20
760,32,31
761,24,15
762,20,20
763,27,31
764,51,55
765,23,23
766,31,29
767,0,3
768,74,85
769,27,27
770,24,26
771,2,0
772,7,0
773,32,37
774,53,52
775,11,10
776,31,31
777,47,41
778,17,24
779,30,31
780,33,34
781,25,26
782,16,24
783,26,24
784,29,26
785,12,27
786,14,1
787,52,52
788,32,32
789,32,34
790,32,34
791,36,35
792,29,26
793,51,51
794,38,43
795,32,35
796,2,0
797,12,20
798,75,77
799,33,34
800,22,23
801,34,35
802,76,90
803,45,40
804,15,15
805,21,21
806,68,63
807,26,27
808,22,12
809,6,1
810,26,31
811,0,3
812,20,20
813,30,34
814,8,13
815,24,24
816,26,17
817,64,58
818,14,13
819,29,29
820,31,34
821,33,29
822,26,34
823,32,29
824,57,64
825,1,6
826,74,75
827,20,20
828,27,26
829,33,34
830,39,29
831,56,55
832,55,52
833,26,26
834,69,69
835,30,26
836,37,34
837,68,76
838,20,17
839,30,31
840,51,34
841,22,20
842,68,65
843,6,1
844,45,46
845,26,24
846,6,0
847,26,26
848,35,31
849,74,75
850,26,26
851,52,52
852,70,80
853,51,55
854,68,74
855,58,59
856,14,6
857,29,29
858,59,58
859,34,34
860,12,7
861,25,27
862,19,24
863,31,31
864,36,37
865,23,26
866,55,51
867,29,26
868,63,64
869,57,69
870,25,24
871,23,20
872,23,23
873,37,37
874,39,35
875,54,55
876,4,0
877,24,27
878,16,5
879,59,63
880,63,71
881,16,27
882,23,27
883,27,27
884,44,45
885,61,62
886,11,6
887,67,67
888,16,12
889,41,40
890,48,45
891,21,20
892,25,26
893,25,26
894,71,71
895,18,23
896,57,54
897,41,43
898,37,34
899,15,15
900,39,41
901,13,3
902,22,21
903,11,15
904,36,34
905,73,85
906,34,34
907,10,5
908,40,43
909,27,27
910,18,7
911,58,59
912,3,1
913,44,45
914,67,59
915,40,34
916,40,43
917,12,1
918,5,0
919,55,59
920,26,29
921,22,20
922,25,24
923,43,43
924,13,13
925,27,31
926,66,75
927,0,1
928,17,3
929,31,26
930,19,6
931,33,34
932,28,27
933,57,55
934,34,29
935,35,35
936,24,26
937,28,27
938,48,51
939,31,29
940,16,17
941,20,24
942,6,1
943,21,20
944,30,34
945,9,1
946,77,90
947,52,55
948,29,32
949,45,41
950,26,26
951,21,26
952,39,35
953,33,34
954,22,21
955,51,49
956,45,43
957,54,54
958,29,31
959,40,40
960,13,3
961,26,26
962,32,24
963,59,52
964,15,17
965,27,26
966,49,55
967,10,12
968,50,49
969,45,46
970,6,0
971,27,20
972,35,34
973,39,40
974,24,24
975,61,61
976,15,13
977,21,21
978,48,49
979,31,31
980,9,1
981,27,24
982,50,49
983,4,0
984,74,76
985,12,6
986,36,34
987,50,46
988,29,27
989,33,37
990,42,48
991,32,35
992,11,0
993,31,29
994,37,37
995,29,34
996,46,46
997,57,64
998,40,40
999,6,8
1000,25,24
1001,11,13
1002,16,24
1003,60,59
1004,31,32
1005,28,31
1006,20,20
1007,0,3
1008,27,27
1009,25,26
1010,29,29
1011,9,5
1012,62,65
1013,8,5
1014,58,58
1015,12,0
1016,14,3
1017,38,41
1018,22,27
1019,72,80
1020,36,37
1021,42,40
1022,71,75
1023,22,23
1024,29,27
1025,57,45
1026,32,34
1027,7,0
1028,26,26
1029,32,31
1030,67,67
1031,53,46
1032,36,34
1033,34,31
1034,7,6
1035,30,27
1036,51,49
1037,20,20
1038,25,26
1039,49,43
1040,9,5
1041,29,26
1042,6,3
1043,29,26
1044,21,20
1045,31,31
1046,23,26
1047,45,77
1048,5,1
1049,23,24
1050,25,24
1051,53,58
1052,18,20
1053,24,24
1054,53,49
1055,12,6
1056,40,37
1057,22,24
1058,31,29
1059,57,54
1060,63,110
1061,50,46
1062,24,24
1063,22,24
1064,60,62
1065,52,49
1066,48,45
1067,8,0
1068,19,20
1069,9,7
1070,48,46
1071,27,26
1072,30,27
1073,48,51
1074,71,83
1075,8,14
1076,10,27
1077,30,29
1078,26,26
1079,26,24
1080,31,31
1081,35,35
1082,51,64
1083,23,26
1084,24,26
1085,29,26
1086,32,29
1087,25,26
1088,71,64
1089,39,40
1090,30,31
1091,26,24
1092,36,34
1093,30,31
1094,26,24
1095,22,24
1096,46,46
1097,42,40
1098,12,7
1099,17,21
1100,51,49
1101,49,46
1102,17,20
1103,19,23
1104,15,7
1105,2,24
1106,47,45
1107,28,29
1108,30,29
1109,16,17
1110,24,26
1111,48,45
1112,50,49
1113,28,29
1114,25,24
1115,26,26
1116,6,0
1117,0,0
1118,27,27
1119,51,49
1120,24,27
1121,0,1
1122,60,59
1123,44,34
1124,8,1
1125,34,34
1126,25,27
1127,0,3
1128,7,15
1129,69,61
1130,30,29
1131,22,27
1132,69,75
1133,30,24
1134,28,29
1135,4,0
1136,41,34
1137,28,26
1138,4,1
1139,5,1
1140,17,17
1141,12,18
1142,26,27
1143,10,7
1144,1,0
1145,28,27
1146,31,29
1147,50,55
1148,34,34
1149,2,1
1150,32,29
1151,49,45
1152,70,68
1153,27,29
1154,42,35
1155,4,3
1156,47,57
1157,8,13
1158,33,34
1159,51,52
1160,9,3
1161,27,24
1162,44,45
1163,69,68
1164,29,26
1165,28,26
1166,25,27
1167,18,13
1168,35,37
1169,30,24
1170,24,26
1171,22,27
1172,20,15
1173,59,62
1174,52,46
1175,28,27
1176,52,58
1177,23,35
1178,13,6
1179,25,23
1180,31,26
1181,26,29
1182,41,45
1183,56,61
1184,31,26
1185,23,24
1186,27,27
1187,8,3
1188,23,17
1189,19,17
1190,37,37
1191,23,20
1192,10,0
1193,26,24
1194,2,0
1195,24,26
1196,34,35
1197,48,46
1198,43,41
1199,10,14
1200,27,27
1201,31,29
1202,5,0
1203,50,59
1204,70,80
1205,50,48
1206,29,35
1207,51,52
1208,64,62
1209,8,12
1210,33,31
1211,25,26
1212,25,29
1213,62,61
1214,13,10
1215,27,26
1216,22,23
1217,27,26
1218,49,43
1219,27,26
1220,6,12
1221,8,6
1222,15,10
1223,25,27
1224,22,26
1225,0,0
1226,26,29
1227,29,26
1228,24,24
1229,15,24
1230,25,24
1231,50,45
1232,34,26
1233,39,40
1234,36,35
1235,62,65
1236,1,1
1237,42,45
1238,25,26
1239,25,24
1240,42,45
1241,77,68
1242,18,17
1243,13,5
1244,41,40
1245,52,54
1246,25,24
1247,31,20
1248,61,75
1249,58,85
1250,0,0
1251,0,5
1252,6,1
1253,40,35
1254,26,26
1255,24,17
1256,27,27
1257,33,37
1258,53,49
1259,20,23
1260,30,31
1261,33,31
1262,24,26
1263,54,55
1264,47,46
1265,32,27
1266,71,75
1267,16,7
1268,23,21
1269,9,0
1270,37,31
1271,3,0
1272,55,55
1273,33,35
1274,38,34
1275,21,26
1276,5,1
1277,19,17
1278,5,6
1279,20,24
1280,12,7
1281,51,52
1282,8,3
1283,62,75
1284,8,1
1285,0,1
1286,28,27
1287,47,46
1288,26,26
1289,14,6
1290,28,31
1291,26,26
1292,28,27
1293,19,14
1294,34,34
1295,24,27
1296,32,31
1297,84,85
1298,29,34
1299,47,48
1300,30,26
1301,51,62
1302,50,54
1303,32,26
1304,16,17
