,predict,actual
0,40,32
1,28,29
2,25,27
3,64,85
4,42,38
5,34,29
6,43,77
7,14,10
8,62,85
9,29,26
10,64,69
11,24,26
12,25,26
13,25,26
14,29,34
15,27,26
16,28,27
17,11,23
18,23,24
19,3,0
20,63,65
21,31,38
22,48,52
23,7,1
24,18,13
25,28,31
26,63,69
27,37,40
28,51,49
29,25,20
30,27,26
31,28,21
32,55,55
33,39,34
34,47,55
35,27,26
36,46,46
37,37,34
38,24,15
39,33,31
40,22,24
41,40,34
42,24,21
43,46,45
44,64,58
45,36,35
46,41,38
47,4,10
48,36,41
49,29,24
50,36,34
51,54,54
52,42,38
53,25,27
54,11,6
55,28,23
56,10,1
57,54,55
58,66,75
59,46,45
60,28,26
61,53,54
62,22,20
63,0,0
64,27,27
65,24,29
66,43,49
67,27,26
68,20,20
69,37,37
70,23,20
71,62,71
72,21,24
73,50,49
74,44,41
75,29,31
76,12,24
77,28,24
78,36,29
79,68,75
80,25,17
81,30,24
82,43,41
83,14,6
84,21,20
85,3,3
86,20,21
87,63,69
88,49,54
89,30,27
90,48,45
91,7,0
92,40,31
93,55,59
94,61,69
95,70,64
96,9,0
97,25,24
98,11,10
99,57,62
100,35,34
101,27,29
102,0,0
103,0,3
104,12,0
105,41,40
106,31,27
107,26,26
108,54,54
109,15,7
110,32,31
111,38,34
112,41,27
113,8,10
114,54,49
115,3,3
116,32,29
117,14,12
118,25,17
119,26,26
120,27,26
121,49,43
122,26,24
123,27,26
124,59,69
125,54,54
126,27,26
127,18,14
128,53,58
129,8,3
130,48,48
131,32,31
132,41,41
133,24,26
134,23,21
135,10,8
136,23,20
137,8,0
138,28,27
139,60,67
140,10,10
141,53,54
142,38,38
143,55,49
144,30,24
145,54,69
146,24,29
147,16,15
148,32,27
149,10,5
150,1,0
151,63,67
152,24,17
153,17,5
154,43,40
155,34,24
156,24,24
157,37,35
158,4,1
159,48,43
160,24,26
161,41,34
162,0,0
163,59,64
164,6,0
165,10,3
166,27,24
167,31,31
168,57,55
169,47,49
170,24,24
171,24,21
172,48,49
173,34,34
174,38,31
175,38,40
176,73,80
177,34,29
178,48,43
179,27,27
180,25,20
181,27,24
182,38,49
183,34,31
184,37,34
185,52,45
186,56,54
187,23,14
188,27,26
189,23,21
190,45,45
191,22,20
192,76,83
193,35,37
194,27,27
195,65,67
196,18,12
197,29,27
198,46,46
199,38,34
200,27,26
201,24,26
202,47,49
203,18,13
204,21,15
205,32,29
206,27,26
207,36,40
208,31,31
209,4,1
210,25,26
211,25,23
212,13,0
213,2,0
214,50,54
215,58,64
216,33,35
217,24,23
218,8,5
219,33,29
220,23,21
221,33,27
222,53,55
