,predict,actual
0,51,52
1,38,37
2,24,26
3,28,31
4,0,3
5,25,27
6,37,35
7,48,40
8,24,23
9,21,24
10,17,14
11,31,34
12,15,49
13,24,24
14,24,24
15,41,46
16,28,29
17,35,31
18,27,29
19,28,29
20,27,29
21,24,26
22,50,54
23,23,24
24,1,1
25,37,34
26,23,26
27,25,26
28,21,24
29,36,38
30,53,59
31,28,29
32,0,0
33,22,17
34,35,35
35,39,38
36,53,58
37,39,40
38,35,37
39,30,32
40,22,24
41,18,14
42,18,15
43,30,34
44,24,26
45,22,20
46,0,0
47,6,3
48,7,8
49,25,27
50,19,24
51,58,69
52,28,29
53,27,26
54,57,58
55,7,0
56,40,49
57,63,69
58,23,24
59,25,26
60,25,27
61,0,0
62,11,8
63,28,29
64,52,55
65,22,24
66,41,43
67,26,27
68,27,31
69,10,5
70,35,34
71,27,29
72,24,27
73,27,27
74,49,41
75,60,63
76,27,29
77,32,34
78,51,55
79,19,26
80,32,34
81,55,62
82,13,10
83,26,24
84,24,26
85,39,46
86,58,75
87,33,37
88,36,38
89,12,10
90,25,27
91,24,31
92,8,7
93,30,31
94,26,26
95,41,40
96,37,41
97,16,26
98,28,27
99,50,55
100,13,3
101,59,69
102,73,86
103,32,32
104,10,12
105,56,62
106,0,0
107,36,46
108,39,41
109,48,55
110,34,31
111,10,0
112,69,80
113,55,58
114,23,27
115,14,27
116,39,40
117,31,34
118,26,26
119,29,26
120,22,23
121,48,49
122,9,8
123,13,7
124,59,68
125,22,26
126,35,40
127,24,24
128,37,40
129,62,64
130,49,49
131,44,52
132,20,26
133,0,0
134,22,20
135,26,24
136,23,24
137,25,26
138,17,27
139,28,29
140,8,0
141,19,20
142,48,61
143,8,8
144,16,12
145,20,26
146,23,27
147,24,26
148,21,23
149,18,18
150,35,31
151,62,71
152,15,10
153,29,27
154,47,52
155,61,61
156,20,23
157,16,10
158,41,41
159,64,75
160,8,12
161,37,41
162,30,34
163,49,54
164,54,71
165,27,27
166,55,69
167,46,58
168,44,49
169,23,24
170,44,40
171,25,24
172,50,55
173,25,26
174,7,3
175,51,55
176,40,46
177,32,38
178,34,27
179,39,40
180,25,27
181,46,48
182,54,63
183,23,8
184,5,6
185,28,29
186,24,29
187,53,52
188,31,35
189,62,75
190,15,21
191,22,27
192,4,3
193,61,71
194,21,26
195,55,90
196,60,63
197,2,1
198,11,29
199,0,0
200,18,26
201,62,67
202,16,20
203,23,23
204,46,45
205,31,31
206,0,0
207,6,10
208,26,29
209,27,26
210,38,41
211,54,63
212,50,57
213,18,20
214,18,20
215,48,57
216,54,62
217,10,0
218,56,64
219,48,54
220,39,40
221,50,55
222,26,29
223,19,24
224,34,37
225,29,27
226,30,29
227,51,58
228,35,34
229,20,26
230,22,23
231,25,26
232,62,64
233,29,27
234,44,46
235,48,43
236,30,34
237,56,59
238,52,52
239,36,40
240,35,34
241,33,31
242,54,55
243,52,55
244,1,1
245,23,24
246,29,34
247,4,0
248,1,0
249,9,13
250,36,40
251,53,58
252,21,24
253,60,58
254,15,0
255,10,17
256,24,24
257,34,34
258,0,7
259,19,24
260,26,23
261,37,37
262,22,20
263,17,15
264,36,45
265,25,24
266,10,13
267,19,17
268,32,34
269,42,49
270,82,85
271,21,21
272,40,46
273,40,40
274,12,3
275,20,21
276,34,46
277,22,24
278,13,7
279,28,29
280,20,20
281,39,45
282,64,77
283,23,26
284,75,90
285,33,40
286,27,29
287,57,59
288,19,3
289,11,7
290,55,61
291,41,40
292,22,26
293,30,27
294,23,27
295,33,34
296,76,90
297,7,7
298,51,55
299,18,3
300,57,64
301,26,27
302,18,20
303,27,34
304,24,26
305,50,54
306,23,27
307,36,35
308,53,64
309,31,29
310,7,3
311,35,31
312,25,24
313,30,31
314,65,85
315,37,40
316,50,49
317,26,27
318,41,46
319,26,35
320,28,29
321,40,38
322,10,3
323,27,31
324,15,6
325,9,7
326,6,3
327,58,55
328,23,24
329,30,31
330,54,59
331,53,55
332,27,27
333,6,1
334,41,38
335,49,46
336,18,17
337,12,13
338,32,24
339,22,26
340,26,24
341,42,45
342,19,27
343,8,14
344,33,31
345,24,27
346,49,49
347,22,26
348,30,31
349,34,34
350,48,51
351,41,45
352,23,24
353,37,40
354,61,71
355,0,1
356,62,67
357,22,20
358,33,37
359,16,0
360,21,10
361,31,34
362,53,58
363,10,10
364,24,27
365,26,26
366,16,17
367,45,49
368,10,3
369,24,24
370,3,0
371,19,18
372,7,3
373,39,40
374,46,45
375,23,24
376,63,77
377,41,58
378,29,34
379,26,26
380,24,24
381,52,58
382,5,1
383,34,34
384,27,31
385,38,46
386,10,0
387,40,29
388,21,27
389,2,1
390,29,37
391,10,12
392,30,31
393,36,40
394,25,26
395,23,26
396,33,34
397,33,34
398,53,55
399,50,46
400,28,24
401,27,31
402,13,7
403,11,10
404,45,64
405,38,40
406,25,26
407,26,27
408,59,64
409,24,26
410,9,0
411,47,45
412,49,59
413,26,29
414,29,31
415,13,21
416,26,27
417,25,26
418,21,26
419,51,58
420,15,20
421,24,27
422,9,0
423,41,40
424,11,7
425,49,58
426,21,27
427,45,48
428,31,37
429,12,8
430,39,40
431,11,0
432,32,41
433,21,20
434,22,21
435,52,69
436,22,20
437,18,24
438,21,21
439,45,49
440,25,27
441,29,31
442,23,20
443,24,27
444,30,34
445,25,27
446,33,37
447,12,13
448,23,24
449,18,23
450,23,24
451,22,26
452,49,58
453,29,26
454,23,26
455,0,0
456,6,0
457,63,65
458,67,80
459,31,31
460,27,26
461,37,37
462,36,34
463,23,27
464,30,29
465,59,65
466,50,55
467,32,34
468,15,15
469,22,20
470,24,26
471,49,69
472,32,35
473,22,21
474,72,75
475,20,21
476,22,24
477,64,82
478,51,69
479,45,49
480,58,62
481,29,26
482,38,43
483,22,24
484,52,57
485,47,52
486,43,45
487,34,37
488,13,3
489,52,59
490,27,37
491,19,20
492,11,12
493,25,26
494,24,29
495,60,59
496,36,38
497,26,26
498,32,32
499,28,27
500,0,0
501,67,75
502,20,7
503,37,38
504,26,24
505,28,31
506,9,7
507,33,34
508,25,29
509,9,3
510,60,75
511,51,46
512,55,55
513,29,32
514,30,34
515,64,68
516,6,1
517,30,31
518,21,24
519,34,31
520,8,3
521,24,26
522,32,34
523,81,98
524,68,85
525,28,29
526,32,34
527,5,0
528,20,20
529,20,21
530,10,24
531,0,0
532,22,27
533,9,0
534,26,26
535,61,65
536,21,29
537,45,55
538,26,34
539,9,3
540,30,31
541,6,8
542,47,49
543,32,34
544,7,12
545,26,31
546,66,75
547,21,23
548,31,34
549,30,31
550,0,0
551,11,5
552,65,75
553,55,58
554,61,67
555,35,37
556,50,59
557,46,49
558,63,76
559,23,26
560,30,34
561,10,14
562,21,23
563,77,92
564,0,0
565,30,38
566,38,40
567,31,34
568,20,18
569,22,26
570,27,34
571,31,35
572,58,63
573,4,0
574,33,31
575,12,6
576,23,24
577,31,34
578,8,3
579,28,29
580,26,26
581,54,61
582,21,24
583,23,31
584,63,77
585,21,21
586,23,21
587,24,24
588,32,34
589,0,0
590,35,37
591,37,40
592,22,26
593,8,1
594,27,31
595,20,18
596,32,34
597,27,29
598,36,46
599,25,26
600,63,68
601,31,29
602,29,29
603,39,46
604,20,26
605,23,24
606,33,35
607,21,17
608,24,23
609,48,58
610,51,52
611,32,37
612,27,27
613,17,24
614,27,27
615,12,6
616,56,63
617,41,48
618,0,1
619,27,31
620,0,0
621,66,70
622,54,58
623,28,27
624,0,3
625,25,24
626,64,67
627,60,63
628,71,88
629,22,18
630,36,37
631,29,26
632,25,29
633,0,1
634,71,88
635,52,59
636,1,3
637,30,34
638,50,64
639,25,27
640,16,20
641,12,15
642,1,0
643,25,26
644,21,26
645,25,29
646,11,3
647,51,55
648,33,34
649,17,17
650,2,12
651,12,15
652,18,24
653,50,54
654,21,26
655,26,29
656,59,61
657,5,7
658,19,15
659,15,20
660,37,43
661,52,55
662,23,24
663,25,26
664,36,41
665,19,23
666,24,27
667,46,46
668,62,75
669,26,26
670,33,38
671,22,21
672,13,5
673,45,59
674,58,67
675,26,26
676,73,90
677,44,51
678,23,24
679,35,38
680,9,5
681,18,20
682,11,0
683,30,29
684,37,38
685,35,38
686,15,29
687,33,35
688,38,46
689,25,21
690,27,29
691,22,24
692,32,34
693,49,54
694,42,43
695,30,29
696,3,1
697,38,37
698,57,65
