,predict,actual
0,38,31
1,58,52
2,51,49
3,29,34
4,37,29
5,50,46
6,13,3
7,60,58
8,44,35
9,26,26
10,11,0
11,25,18
12,1,0
13,30,24
14,69,81
15,19,12
16,40,34
17,16,3
18,25,20
19,33,26
20,36,31
21,56,52
22,55,49
23,34,34
24,46,40
25,28,24
26,30,24
27,12,1
28,34,31
29,33,26
30,54,59
31,27,24
32,26,26
33,58,59
34,72,73
35,11,17
36,28,20
37,72,75
38,47,45
39,52,48
40,54,52
41,36,31
42,43,35
43,35,31
44,30,26
45,31,29
46,58,58
47,61,67
48,51,55
49,35,31
50,53,51
51,26,24
52,28,26
53,15,3
54,37,34
55,43,32
56,72,75
57,38,37
58,14,6
59,55,54
60,47,40
61,29,26
62,31,20
63,28,27
64,38,34
65,26,27
66,34,29
67,30,31
68,37,31
69,34,26
70,8,3
71,37,31
72,74,70
73,60,83
74,28,24
75,16,3
76,9,0
77,34,29
78,17,1
79,28,27
80,41,37
81,18,8
82,43,40
83,33,29
84,29,26
85,39,35
86,39,34
87,24,21
88,23,24
89,31,29
90,53,55
91,44,37
92,29,26
93,36,31
94,77,85
95,39,34
96,51,49
97,23,20
98,18,13
99,13,0
100,34,34
101,34,31
102,3,0
103,51,49
104,28,27
105,42,34
106,34,29
107,37,27
108,18,5
109,88,90
110,49,40
111,34,29
112,25,20
113,33,27
114,33,38
115,29,24
116,69,75
117,62,59
118,28,26
119,50,49
120,35,26
121,36,31
122,7,0
123,59,59
124,46,43
125,32,24
126,19,14
127,37,31
128,17,8
129,50,40
130,28,31
131,31,26
132,12,3
133,37,34
134,20,15
135,18,13
136,20,17
137,36,34
138,4,1
139,29,29
140,29,26
141,35,26
142,19,12
143,47,45
144,30,27
145,18,13
146,13,0
147,24,17
148,15,3
149,22,12
150,34,34
151,0,0
152,28,26
153,47,37
154,14,10
155,66,61
156,29,27
157,49,43
158,46,40
159,32,27
160,24,17
161,49,57
162,44,43
163,21,17
164,10,13
165,85,90
166,62,61
167,27,27
168,36,32
169,31,29
170,61,52
171,17,8
172,37,37
173,50,46
174,9,0
175,25,26
176,73,76
177,11,0
178,43,43
179,23,24
180,36,29
181,11,1
182,9,3
183,25,24
184,45,54
185,64,81
186,58,57
187,23,8
188,13,13
189,27,21
190,7,0
191,38,37
192,75,69
193,12,8
194,30,29
195,12,0
196,39,31
197,29,12
198,41,34
199,12,0
200,37,26
201,53,51
202,51,51
203,47,49
204,18,7
205,38,23
