,predict,actual
0,31,34
1,35,35
2,52,55
3,17,24
4,24,27
5,0,0
6,20,21
7,56,49
8,17,26
9,39,40
10,14,1
11,25,27
12,32,29
13,45,45
14,23,27
15,38,38
16,12,26
17,40,45
18,25,24
19,38,37
20,41,45
21,24,23
22,35,34
23,37,37
24,3,0
25,37,37
26,3,5
27,34,31
28,29,27
29,53,87
30,13,3
31,37,35
32,18,17
33,42,40
34,74,75
35,56,52
36,29,27
37,28,29
38,31,34
39,57,68
40,39,37
41,11,3
42,16,17
43,2,1
44,29,27
45,77,80
46,18,15
47,21,20
48,29,31
49,44,32
50,23,27
51,2,10
52,32,34
53,59,65
54,56,54
55,33,34
56,19,27
57,23,26
58,49,49
59,33,31
60,35,37
61,27,26
62,42,43
63,14,15
64,7,3
65,28,34
66,54,61
67,39,43
68,22,24
69,22,24
70,70,73
71,24,23
72,21,26
73,39,43
74,28,20
75,33,31
76,50,58
77,28,29
78,28,27
79,27,27
80,16,17
81,4,3
82,27,27
83,28,26
84,47,51
85,15,15
86,53,55
87,24,26
88,26,27
89,25,27
90,53,49
91,37,31
92,65,77
93,19,26
94,24,27
95,21,24
96,30,27
97,25,26
98,26,24
99,34,31
100,56,59
101,6,0
102,60,90
103,39,35
104,73,85
105,39,41
106,33,34
107,23,23
108,50,46
109,30,27
110,3,0
111,20,17
112,3,0
113,46,34
114,44,37
115,33,34
116,52,54
117,22,26
118,7,3
119,25,26
120,81,90
121,44,40
122,39,37
123,72,75
124,30,31
125,11,0
126,28,29
127,41,48
128,25,26
129,51,55
130,21,24
131,29,27
132,0,0
133,60,62
134,27,26
135,44,46
136,9,1
137,27,26
138,28,27
139,7,3
140,60,75
141,52,57
142,6,5
143,0,0
144,50,46
145,14,15
146,25,27
147,30,29
148,13,7
149,23,26
150,47,40
151,26,27
152,75,75
153,24,26
154,63,92
155,36,40
156,48,59
157,36,34
158,53,55
159,23,24
160,32,27
161,19,26
162,17,27
163,22,27
164,54,68
165,19,24
166,40,37
167,48,49
168,27,26
169,33,31
170,55,54
171,58,61
172,23,26
173,39,38
174,60,58
175,33,31
176,33,26
177,16,26
178,12,0
179,10,6
180,10,14
181,54,55
182,61,64
183,13,17
184,12,6
185,29,26
186,34,34
187,21,26
188,33,34
189,28,24
190,47,46
191,26,24
192,29,31
193,34,35
194,61,76
195,25,26
196,18,23
197,79,88
198,0,0
199,46,40
200,35,37
201,26,27
202,24,27
203,5,1
204,32,26
205,48,49
206,24,21
207,24,24
208,58,71
209,49,46
210,28,27
211,6,15
212,68,75
213,46,41
214,46,40
215,10,5
216,31,32
217,5,3
218,31,29
219,54,51
220,20,20
221,19,24
222,34,34
223,44,40
224,60,62
225,24,26
226,28,26
227,48,48
228,50,58
229,3,3
230,52,54
231,37,37
232,34,34
233,50,34
234,47,45
235,67,116
236,26,27
237,42,48
238,5,6
239,43,40
240,0,0
241,10,0
242,0,13
243,43,41
244,33,27
245,22,21
246,26,31
247,53,49
248,24,26
249,0,0
250,29,26
251,23,26
252,36,35
253,43,45
254,37,37
255,6,17
256,43,40
257,24,26
258,19,24
259,8,13
260,5,3
261,21,21
262,55,55
263,75,90
264,23,20
265,28,29
266,25,24
267,0,3
268,40,41
269,28,26
270,61,62
271,44,38
272,29,27
273,76,85
274,21,26
275,20,27
276,8,0
277,7,0
278,28,31
279,28,26
280,10,8
281,9,0
282,23,15
283,77,85
284,18,26
285,28,29
286,30,31
287,5,0
288,40,49
289,29,27
290,16,18
291,14,0
292,35,29
293,29,27
294,51,49
295,5,3
296,25,29
297,45,40
298,23,17
299,44,45
300,30,27
301,7,7
302,6,0
303,13,20
304,48,46
305,55,54
306,23,26
307,24,24
308,55,51
309,43,40
310,38,37
311,37,34
312,27,29
313,19,27
314,17,20
315,37,29
316,33,31
317,68,63
318,0,0
319,31,31
320,0,0
321,0,3
322,31,35
323,46,48
324,28,26
325,27,29
326,38,40
327,33,27
328,10,15
329,81,86
330,35,34
331,65,88
332,51,61
333,62,63
334,51,58
335,32,29
336,53,55
337,25,24
338,32,31
339,11,8
340,30,31
341,61,69
342,26,26
343,32,32
344,43,49
345,16,21
346,30,32
347,40,40
348,55,52
349,53,63
350,15,15
351,26,26
352,34,29
353,33,34
354,58,61
355,34,34
356,63,65
357,59,104
358,42,37
359,29,29
360,57,54
361,13,15
362,26,21
363,40,31
364,23,29
365,32,31
366,27,27
367,55,52
368,7,1
369,50,54
370,17,17
371,60,67
372,40,40
373,32,31
374,0,0
375,22,26
376,31,34
377,45,43
378,13,14
379,53,52
